game_id,anchor_fen,moves,winner
g104499,rn2kb1r/pbpp2q1/1p2pppn/6Pp/4PP2/2NP1N1P/PPPBQ3/R3KB1R b KQkq - 0 10,h6f7 g5f6 g7f6 e4e5 f6g7 e1c1 g6g5 f4g5 f8e7 f1g2 f7g5 f3g5 b7g2 e2g2 b8c6 d3d4 e7g5 d2g5 h8g8 h1g1 c6e7 h3h4 e7f5 g2a8 e8f7 a8a7 g7g6 a7c7 g8e8 c7d7 f5e7 g5e7 e8e7 d1f1 g6f5 f1f5 e6f5 d7d5 f7e8 g1g8,white
g80243,3r4/p7/5pkp/6p1/4R1P1/1PKP1P2/P5P1/8 b - - 0 34,f6f5 g4f5 g6f5 g2g4 f5f6 d3d4 d8c8 c3d2 c8d8 d2d3 d8c8 d4d5 c8c1 d3d4 c1a1 a2a4 a1b1 d4c4 b1c1 c4b5 c1d1 b5c6 d1d3 b3b4 d3f3 d5d6 f3d3 d6d7 h6h5 g4h5 f6f5 e4e8 f5g4 d7d8q g4h5 d8d3 a7a5 d3e4 a5b4 e8h8,white
g170077,4R3/8/8/8/5P2/4k1P1/6K1/8 b - - 2 37,e3d4 g2f3 d4d3 e8d8 d3c4 f3e4 c4c5 e4e5 c5c6 e5e6 c6c7 d8d1 c7c6 d1c1 c6b5 e6d5 b5b4 d5d4 b4b3 d4d3 b3b2 c1c8 b2b1 d3d2 b1b2 c8b8 b2a3 d2c3 a3a4 c3c4 a4a5 b8b1 a5a6 c4c5 a6a7 c5c6 a7a8 c6c7 a8a7 b1a1,white
g4248,rnbqkbnr/ppp1pppp/8/8/4pP2/3P4/PPP3PP/RNBQKBNR b KQkq - 0 3,g7g6 d3e4 f8g7 d1d8 e8d8 e4e5 f7f6 g1f3 f6e5 f3e5 g7e5 f4e5 b8c6 c1f4 e7e6 f1b5 g8e7 b1c3 c8d7 e1c1 a7a6 b5c4 d8e8 d1d2 a8d8 h1d1 e7d5 c3d5 e6d5 c4d5 c6b4 d5b3 a6a5 f4g5 d8c8 d2d7 a5a4 b3f7 e8f8 g5h6,white
g52284,rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,d2d4 e7e6 c2c4 f7f5 b1c3 g8f6 e2e3 c7c6 h2h3 d7d5 a2a3 f8d6 g1f3 e8g8 c4c5 d6c7 b2b4 b8d7 c1d2 f6e4 f1e2 e6e5 e1g1 e4d2 f3d2 e5e4 f2f3 d8h4 f3e4 f5e4 a3a4 h4g3 b4b5 g3h2,black
g98202,rnbqkb1r/pp3ppp/2p1pn2/8/2PP4/3B1N2/PP3PPP/RNBQK2R b KQkq - 2 7,f8b4 b1c3 d8a5 c1d2 b4c3 d2c3 a5c7 e1g1 e8g8 f3e5 f6d7 f2f4 c6c5 d4d5 f7f6 e5f3 e6d5 c4d5 c7d6 f3h4 d6b6 g1h1 b6d6 d3h7 g8h7 d1h5 h7g8 h4g6 f8d8 a1e1 d7f8 g6e7 d6e7 e1e7 f8g6 h5g6 d8d7 g6f7 g8h7 f7g7,white
g93540,r2qkbnr/pp3ppp/2np4/2p5/2B1P1b1/5N2/PPP2PPP/RNBQ1RK1 b kq - 5 7,g8f6 b1c3 c6e5 c4b5 f6d7 b5e2 g4f3 e2f3 f8e7 f3e2 e8g8 f2f4 e5c6 a2a3 c6d4 e2d3 a7a6 c1e3 d4c6 d3c4 b7b5 c4d5 a8c8 d1d2 b5b4 a3b4 c5b4 c3e2 a6a5 d5c6 c8c6 e2d4 c6a6 d4f5 d7c5 d2e2 a6a8 e3d4 g7g6 f5h6,white
g163319,r1bq1r1k/1p5p/p2p4/3N3B/1PP1pP2/P2pQ3/6PP/b4RK1 w - - 0 21,f1a1 c8f5 e3d4 h8g8 a1e1 a8c8 e1e3 f5g6 e3g3 d8e8 f4f5 f8f5 d5f6 g8f7 f6e8 c8e8 h5g6 h7g6 d4d6 e8e6 d6d7 f7f6 d7d8 f6e5 d8d5 e5f6 d5d8 f6f7 d8d7 e6e7 d7d8 e4e3 d8d6 f5f6 d6d5 f7e8 d5d3 e3e2 g3e3 f6f1,black
g92089,r3kb1r/pp1n1p2/2p1b3/4n2p/Nq2P1pP/6P1/PPP1BR1N/R1BQ1K2 w kq - 4 17,c2c3 b4e4 f1g1 a8d8 c1f4 b7b5 f4e5 e4e5 f2f4 b5a4 d1f1 f8c5 f4f2 e5g3 g1h1 g3h4 a1e1 c5f2 e1d1 h8g8 f1g2 d8b8 g2c6 g4g3 c6g2 f7f6 d1f1 e6d5 e2f3 d5f3 f1f2 f3g2 f2g2 b8b2 g2b2 g3h2 b2e2 e8d8 a2a3 g8g1,black
g62711,r4rk1/pp4p1/1b1ppqn1/2p5/P2PP3/2P1BN2/1P1Q2PP/R3R1K1 w - - 3 18,d4c5 d6c5 a4a5 b6c7 e3c5 f8d8 d2c2 g6f4 c5d4 e6e5 d4e3 f4h5 b2b4 d8f8 e1f1 a8c8 e3g5 f6g6 g5e7 f8f7 e7c5 a7a6 a1e1 c8d8 c2b3 g8h7 c5e3 h5f4 e3f4 f7f4 b3c2 f4f8 f3h4 f8f1 e1f1 g6g5 h4f5 d8d2 c2b1 g5g2,black
g83712,8/1bk3b1/pnp1p1p1/Qp2PpP1/1PpP4/3q4/6B1/5KB1 w - - 2 44,f1e1 d3b1 e1f2 f5f4 g2f1 b1e4 a5a1 g7f8 a1c3 b6d5 c3d2 f8b4 d2e2 e4f5 e2f3 f5g5 f1e2 g5f5 f3g4 f5g4 e2g4 b7c8 f2f3 a6a5 g1f2 a5a4 f3e4 a4a3 f2h4 a3a2 h4g5 a2a1q g5f4 d5f4 e4f4 a1d4 f4g3 d4e3 g3h4 b4e7,black
g89590,r2qr1k1/pp2bppp/2pp1n2/2nPp1B1/2P1P3/2N2Q1P/PPB2PP1/R4RK1 w - - 3 13,f1e1 d8b6 b2b3 c5d7 g1h1 a7a5 a2a4 d7c5 a1b1 b6b4 g5d2 b4b6 d2e3 b6d8 e3c5 d6c5 f3d3 e7d6 c3e2 f6h5 e2g3 h5f4 d3f3 d8g5 e1e3 a8d8 b1g1 g7g6 g3e2 g5h4 e2f4 e5f4 f3e2 f4e3 e2e3 d6f4 e3d3 e8e5 g2g3 h4h3,black
g4352,rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,g2g3 e7e5 f1g2 f8c5 c2c4 g8f6 g1f3 c5f2 e1f2 f6e4 f2e3 d7d5 d1a4 c7c6 c4d5 d8d5 a4e4 d5c5 d2d4 c5b6 e4e5 c8e6 f3g5 e8g8 g5e6 f8e8 e5g7,white
g143825,rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,b2b4 d7d5 c1b2 e7e6 e2e3 g8f6 a2a3 b8c6 b4b5 c6e7 f2f4 f6e4 g1f3 e7g6 c2c4 g6h4 c4d5 h4f3 d1f3 d8d5 b1c3 d5d2,black
g65738,6k1/2Q2p1p/2p2qpr/2P4r/P2p2R1/4P2P/5PP1/5RK1 w - - 0 33,g4d4 f6g5 c7d8 g8g7 d8g5 h5g5 d4g4 g5c5 f1a1 c5a5 g4c4 c6c5 g2g4 f7f5 g1g2 f5g4 c4g4 h6h5 f2f4 h5d5 g4g5 d5d2 g2g3 h7h6 g5e5 h6h5 e5e7 g7f6 e7e8 c5c4 e8c8 d2c2 a1a3 c2c1 e3e4 h5h4 g3g4 c1g1 g4h4 a5h5,black
g146976,3r1rk1/3pb1p1/1qp1p2p/1p1nPpP1/pP1P1P2/2P2N1P/P7/R1B1QRK1 b - - 0 19,h6h5 h3h4 g7g6 c1d2 g8g7 a2a3 d7d6 g1h1 g7f7 e5d6 e7d6 f3e5 d6e5 f4e5 f7e7 d2f4 f8f7 f4d2 f5f4 e1e4 d8f8 e4g6 d5e3 d2e3 f4e3 f1f7 f8f7 g6h5 c6c5 g5g6 b6c6 h1g1 f7f2 h5g5 e7e8 g6g7 c5d4 g7g8q e8d7 g8d8,white
g72968,rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,e2e4 e7e5 g1f3 b8c6 f1b5 c6d4 f3d4 e5d4 c2c3 d8g5 b5f1 f8c5 d2d3 g5f6 c3c4 g8h6 f1e2 d7d6 c1d2 e8g8 a2a4 f6g6 e2f3 f8e8 b2b4 f7f5 b4c5 f5e4 f3e4 g6g2 h1f1 h6g4 d1e2 g2h2 e4h7 h2h7 e2e8,white
g114643,rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,e2e4 e7e5 d1f3 g8f6 f1c4 b8c6 c2c3 f8c5 d2d3 d7d6 h2h3 e8g8 g2g4 d6d5 c4d5 c6a5 g4g5 f6d5 e4d5 c7c6 d5c6 a5c6 h3h4 f7f6 g5f6 f8f6 f3g3 c5f2 g3f2 f6f2 e1f2 d8f6 f2e2 c8g4 e2d2 f6f2 g1e2 f2e2,black
g26152,rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,e2e4 c7c5 d2d4 c5d4 d1d4 b8c6 d4d1 d7d6 f1b5 e7e6 g1f3 g8f6 e4e5 f6d5 c2c4 d5c7 c1g5 f8e7 g5e7 d8e7 e5d6 e7f6 d6c7 f6b2 b5c6 b7c6 d1d8,white
g9757,r4rk1/pp3q2/2p2n2/3p1Ppp/3Pp1P1/P1PbP2P/3BNQK1/R6R w - - 0 23,e2c1 h5g4 c1d3 e4d3 f2g3 f6e4 g3g4 e4d2 h1g1 f7f5 g2h2 f5g4 g1g4 f8f2 h2g3 a8f8 g4g5 g8h7 a1g1 d2e4 g3h4 e4g5 g1g5 f2f6 g5e5 f6h6 h4g3 f8g8 g3f2 h6f6 f2e1 g8g2 e5e7 h7h6 e7b7 d3d2 e1d1 f6f1 d1c2 d2d1q,black
g33488,r2qr1k1/p5b1/1p1p2p1/5pN1/2pPnB2/2Pb2N1/PP1Q1PP1/2KR3R w - - 4 22,g3e4 f5e4 d2e3 d8d7 e3h3 d7a4 h3h7 g8f8 f4d6 e8e7 d6e7 f8e7 h7g7 e7d6 g7e5 d6c6 e5e6 c6b7 e6d5 b7a6 d1d3 e4d3 b2b3 a4a3 c1d1 a8c8 b3b4 a3b2 b4b5 a6a5 d5f3 b2c2 d1e1 c8e8 g5e4 d3d2 e1f1 d2d1q f3d1 c2d1,black
g117288,rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,e2e4 d7d5 e4d5 d8d5 b1c3 d5d4 g1f3 d4c5 d2d4 c5d6 c3b5 d6g6 b5c7 e8d8 c7a8 c8f5 f3h4 f5e4 h4g6 e4g2 f1g2 a7a6 g6h8 b8d7 c1f4 h7h5 f4c7 d8c8 d1f3 a6a5 f3b7,white
g17788,r2q3r/4nk2/1p1P1p2/pQp3pp/8/5P2/PPP2P1P/2KR1B1R b - - 0 18,e7f5 d6d7 f5d4 f1c4 f7g7 b5a4 a8a7 c2c3 d4f3 c4e6 f3e5 d1d6 e5d7 d6d7 a7d7 e6d7 g7h6 h1d1 d8c7 a4e4 c7h2 d7e8 h8g8 e8f7 g8g7 e4e6 h2f4 e6e3 f4c7 f7h5 h6h5 d1h1 h5g6 e3e4 g6f7 e4d5 f7g6 d5e4 f6f5 e4e6,white
g67328,rn2kbnr/ppp2ppp/4p3/q7/6b1/2N2N2/PPPPBPPP/R1BQK2R w KQkq - 0 6,e1g1 b8d7 a2a3 c7c6 d2d4 e8c8 b2b4 a5c7 a3a4 f8b4 c1d2 c7a5 c3e4 g8f6 d2b4 a5b4 c2c3 b4a5 d1d3 a5h5 f1b1 f6d5 g2g3 f7f5 e4d6 c8c7 b1b7 c7d6 c3c4 d5f4 d3a3 c6c5 d4c5 d6c6 a3b3 f4e2 g1h1 g4f3 b3f3 h5f3,black
g165065,3k1b1r/p1p1qppp/1n1p1n2/1B1Pp3/4P3/5P2/PPP3PP/RNB1K2R w KQ - 1 12,b5c6 f6d7 a2a4 d7c5 a4a5 b6d7 b2b4 c5a6 c1e3 a6b4 c6b5 b4c2 e1f2 c2e3 f2e3 d7c5 b5c6 e7g5 e3e2 f8e7 g2g3 e7f6 b1c3 d8e7 a1b1 h8d8 c3b5 h7h5 b5c7 h5h4 b1b5 h4g3 h2g3 g5g3 h1b1 g3g2 e2e3 f6g5 f3f4 g5f4,black
g158005,rn1qk2r/pbppppbp/1p3np1/8/2P5/2NP1N2/PP1BPPPP/R2QKB1R w KQkq - 2 6,g2g3 d7d6 f1g2 b8d7 e1g1 e7e5 a2a3 d7c5 e2e3 c5d3 b2b4 e8g8 c3a4 e5e4 d2c3 e4f3 g2h1 d3e5 c4c5 d6c5 c3e5 d8d1 f1d1 c5b4 a3b4 f8e8 e5c7 f6d5 a1c1 d5b4 c7f4 a8c8 c1c8 e8c8 d1d7 b7c6 d7a7 c6a4 a7a4 c8c1,black
g88636,rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,d2d4 d7d5 c2c4 c7c6 b1c3 d5c4 a2a4 c8d7 e2e3 b7b5 a4b5 c6b5 d1f3 d7c6 d4d5 c6d7 e3e4 d8b6 c1e3 b6b7 g1e2 e7e6 e2d4 b5b4 d5e6 d7e6 d4e6 b4c3 b2c3 f7e6 f1c4 b7b2 e1g1 b8d7 c4e6 b2c3 f3f7 e8d8 f7d7,white
g163514,r2q1rk1/1bp1bppp/p1np4/1p2p3/4N2N/PB1PB2P/1PP2PP1/R2QK2R b KQ - 0 11,e7h4 d1g4 h4f6 e3h6 b7c8 e4f6 d8f6 h6g5 c8g4 g5f6 g4d7 f6g5 h7h6 g5e3 g7g5 e1c1 f8e8 g2g4 d7e6 f2f3 e6b3 c2b3 c6a5 b3b4 a5b7 h3h4 g5h4 e3h6 e8e6 h6g5 g8g7 h1h4 b7d8 d1h1 d8c6 g5e3 c6e7 h4h7 g7g6 h1h6,white
g175383,rn1qkbnr/pbp1pppp/1p1p4/8/3P1B2/2N5/PPP1PPPP/R2QKBNR w KQkq - 0 4,e2e4 g7g6 d4d5 f8g7 f1b5 c7c6 d5c6 b7c6 b5c6 b8c6 d1d5 d8d7 g1f3 g8f6 d5b5 e8g8 c3d5 a7a6 d5f6 g7f6 b5b6 f8b8 b6e3 b8b2 e1g1 b2c2 a1c1 c2c1 f1c1 c6e5 f4e5 f6e5 f3e5 d6e5 e3c5 a8d8 c5c7 d7c7 c1c7 d8d1,black
g105405,8/2kq3p/3p2p1/1p6/2n4P/1R4Q1/5PP1/r5K1 w - - 2 39,g1h2 d7f5 b3f3 f5e5 f3f7 c7c6 f7h7 e5g3 h2g3 b5b4 h7h8 b4b3 h8b8 c4b6 b8g8 b3b2 g8g6 b2b1q h4h5 a1a3 f2f3 b1e1 g3h3 e1h1 h3g3 h1h5 g6g4 a3a5 g3f2 h5c5 f2g3 c5e5 f3f4 a5a3 g3h4 e5h8 h4g5 h8g7 g5h4 g7h6,black
g10514,r1bqk2r/1pp2pp1/p2p3p/2bBp3/P2NP3/3P4/1PP2PPP/R1BQ1RK1 b kq - 0 10,c5d4 c2c3 d4a7 d1h5 e8g8 g1h1 d8f6 f2f4 c8e6 d5b7 a8b8 b7a6 c7c5 f4f5 e6b3 f1f3 b3c2 a6c4 f8c8 f3g3 g8h7 c4f7 c8c7 f7g6 h7h8 c1h6 g7h6 h5h6 h8g8 g6h5 f6g7 g3g7 c7g7 h6d6 b8f8 d6e6 g8h8 e6d6 g7h7 d6f8,white
g54270,r3kbr1/pbpp2q1/1pn1p2n/4P2B/3P3N/8/PPP3PP/RNBQ1RK1 b q - 0 14,h6f7 h4g6 e8c8 f1f7 g7g6 h5g6 g8g6 b1d2 c6d4 d2f3 d4f3 f7f3 f8c5 g1h1 d8h8 h2h3 b7f3 d1f3 g6g8 c1e3 c5e3 f3e3 c7c6 a1f1 c8b7 f1f7 h8h7 f7h7 g8g6 h7d7 b7a6 e3d3 b6b5 d3d4 a6a5 d4a7 a5b4 a7d4 b4a5 d7a7,white
g164113,rnbqkb1r/pppppppp/5n2/8/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 1 2,c2c4 b8c6 b1c3 d7d5 g1f3 c8g4 e2e3 h7h5 h2h3 g4d7 c4d5 c6b4 f1c4 c7c6 a2a3 b4d5 c4d5 c6d5 f3e5 d7e6 d1a4 e6d7 a4b4 e7e6 b4b7 f8d6 b2b4 e8g8 e1g1 f6e4 c3e4 d6e5 e4c5 e5c7 c1b2 d7c8 b7a8 d8d6 a8a7 d6h2,black
g161437,rnk2b1r/pp3p2/2pq1N1p/4N2b/2QP1R2/7P/PPP3P1/R5K1 b - - 2 17,f8g7 f6h5 g7e5 d4e5 d6d2 e5e6 d2e3 g1h1 e3e6 c4d4 h8d8 d4f2 d8d7 a1e1 e6d5 e1e8 c8c7 h5f6 d5d1 h1h2 d7d6 e8e7 b8d7 e7f7 a8d8 c2c4 c7c8 f6d7 d8d7 f7d7 d6d7 f4f8 c8c7 f2f4 c7b6 b2b4 a7a6 c4c5 b6a7 f4b8,white
g74466,1k1rq2r/pnp3bp/Bpb1p1pn/4PpN1/1P1P4/P1N1B2P/2P1Q1P1/R4RK1 b - - 6 18,f5f4 b4b5 f4e3 b5c6 e8c6 e2e3 h6f5 e3f3 f5d4 f3c6 d4c6 g5e6 d8d7 a1d1 d7d1 f1d1 g7e5 c3d5 g6g5 c2c4 b7c5 e6c5 b6c5 d1b1 b8a8 a6b7 a8b8 b7c6 b8c8 c6b5 e5d4 g1h2 h8f8 b1e1 g5g4 b5a6 c8b8 d5f4 f8f4 e1e8,white
g128629,2r2rk1/5pp1/1q2pn1p/8/5P2/pP1R1NQP/P1B2bP1/3R3K w - - 7 30,d3d6 b6d6 g3f2 d6c5 f3d4 f6d5 c2e4 d5c3 e4f3 c3d1 f3d1 c8d8 d1f3 c5d4 f2g3 d4d2 h1h2 e6e5 f4e5 f7f6 e5e6 d8e8 g3g4 f6f5 g4c4 e8e7 f3d5 f8d8 d5f3 d2d6 h2h1 d8e8 f3d5 g8h8 d5f3 e7e6 f3d5 e6e1 c4f1 e1f1,black
g136210,rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,e2e4 e7e5 f2f4 d7d5 b1c3 e5f4 d2d4 d8h4 e1e2 b8c6 c3d5 c8g4 g1f3 e8c8 h2h3 g8f6 e4e5 d8d5 e5f6 g4f3 g2f3 c6d4 e2d3 d4f3 d3c3 d5d6 d1f3 h4e1 c3b3 d6b6 b3c4 e1e6 c4d3 f8a3 b2a3 h8d8 d3c3 e6f6 c3c4 f6d4,black
g124288,1rb2rk1/p5pp/1p3pn1/2p5/1P1pP3/3P1BP1/P1PB2P1/R4RK1 w - - 0 18,b4b5 a7a6 b5a6 c8a6 f1c1 b6b5 a2a4 b5b4 a4a5 g6e5 f3e2 f6f5 e4f5 f8f5 e2g4 e5g4 d2f4 b8e8 c1f1 g4e3 f1c1 e3d5 f4d6 d5c3 d6f4 c3e2 g1h2 e2c1 a1c1 e8e2 f4d6 f5f2 h2h3 f2g2 h3h4 h7h6 h4g4 a6c8 g4f4 g2f2,black
g27768,rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,d2d4 e7e6 g2g3 c7c5 f1g2 c5d4 d1d4 b8c6 d4d1 h7h5 g1f3 h5h4 e1g1 h4h3 g2h1 g8f6 b2b3 f8c5 c1b2 f6g4 b1d2 d8b6 e2e3 c5e3 f2e3 b6e3 f1f2 e3f2,black
g27389,r5k1/4q1pp/bpp1p3/3r1p2/1PQPp3/P5PP/4BP2/3RB1K1 w - - 1 26,c4c2 a6e2 c2e2 a8a3 d1c1 e7c7 e2d2 h7h6 h3h4 f5f4 g1g2 f4g3 c1c3 a3c3 d2c3 g3f2 e1f2 c7f4 c3c6 f4f3 g2f1 f3h3 f1e2 h3g4 e2e1 e4e3 f2e3 g4e4 e1f2 d5f5 f2e2 e4c6 e2d3 f5f3 d3d2 c6e4 d2c3 e4e3 c3c4 e3d3,black
g157336,r2qr1k1/1b2bppp/ppn1p3/3pP3/P2p1n2/1PP2N1P/1B1NBPPK/R2Q1R2 w - - 0 15,c3d4 c6b4 g2g3 f4e2 d1e2 e7g5 f3g5 d8g5 d2f3 g5e7 f1c1 a8c8 b2a3 a6a5 e2d2 h7h6 a3b4 a5b4 c1c8 e8c8 a1c1 c8c1 d2c1 e7d7 c1d2 d7e7 f3e1 f7f6 f2f4 f6e5 f4e5 e7f8 e1d3 f8f3 h3h4 b7a6 d3c1 a6f1 d2f4 f3g2,black
g81904,rn2kb1r/pp2q1p1/2pp3p/4p3/4P1b1/1P3N2/P1P1NPPP/R1BQ1RK1 w q - 1 11,c1b2 b8d7 f3e1 e8c8 f2f3 g4h5 e2c3 g7g5 c3a4 h8g8 c2c4 g5g4 f3g4 h5g4 d1c2 e7h4 a1c1 f8e7 b3b4 g4h3 b4b5 g8g2 e1g2 d8g8 f1f2 h4g5 b5c6 b7c6 c4c5 d6d5 e4d5 c6d5 c5c6 d7b6 a4b6 a7b6 a2a4 e7c5 c1f1 g5g2,black
g133881,r1bqk2r/ppp1b1pp/3p1pn1/3Pp3/1PP1P3/P1Nn1N2/5PPP/R1BQ1RK1 w kq - 0 11,d1d3 e8g8 c1e3 f6f5 e4f5 c8f5 d3e2 f5g4 h2h3 g4f3 g2f3 b7b6 g1h2 a7a5 b4b5 e7g5 f1g1 g5e3 e2e3 d8f6 g1g3 f8f7 a1g1 a8f8 c3e2 g6h4 f3f4 e5f4 e2f4 f6f4 e3f4 f7f4 g3g7 g8h8 g1g3 f4f2 h2h1 h4f3 g7c7 f2h2,black
g27520,rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,e2e4 d7d6 f2f4 a7a6 g1f3 b7b6 d2d3 c8b7 e4e5 a8a7 e5e6 f7f6 f4f5 d8c8 f3g5 h7h6 d1h5 g7g6 h5g6 e8d8 g5f7 d8e8 f7d6 e8d8 g6e8,white
g39248,rn1qk2r/pbppnpp1/1p2p2p/4P3/2PP1P2/5N2/P1P3PP/R1BQKB1R b KQkq - 0 8,c7c5 c1b2 e7f5 d4d5 e6d5 c4d5 d7d6 d1d3 d8d7 e1c1 e8g8 g2g4 f5e7 e5d6 d7d6 d3c3 d6f4 c1b1 f7f6 f1e2 e7d5 e2c4 g8h8 c4d5 b7d5 d1d5 b8c6 h1d1 c6b4 d5d7 b4c6 h2h4 f4g4 d1g1 g4d7 f3g5 c6d4 c3d3 a8d8 d3h7,white
g87257,rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,h2h4 e7e5 d2d4 e5d4 d1d4 b8c6 d4a4 d7d5 c2c3 f8d6 g2g3 g8e7 c1g5 e8g8 g1f3 f7f6 g5c1 c8d7 a4b3 c6e5 f3d4 c7c5 d4b5 d6b8 c1f4 a7a6 b5a3 b7b5 b3d1 d8b6 b1d2 e7g6 f4e5 f6e5 a3c2 c5c4 f1g2 b6f2,black
g5433,2kr3r/npq5/2n2p2/P2P4/8/3B3p/5PpP/2R1R1K1 w - - 2 26,d3f5 c8b8 d5c6 a7c6 a5a6 b7b6 f5e4 d8d6 e1e2 h8d8 e2e1 c7e7 e4f3 e7d7 c1c4 d6d1 c4c1 d1c1 e1c1 c6e5 f3g2 h3g2 g1g2 d7d5 f2f3 d8g8 g2f2 d5f3 f2e1 g8g2 a6a7 b8a7 c1a1 a7b7 a1d1 b7a7 d1d2 f3e3 e1d1 e3d2,black
g47179,r3k2r/1pp2pp1/p1b1qn1p/3p4/3P2P1/P1P1PNbP/1PQNK3/R1B4R w kq - 3 15,c2f5 e6e7 h1g1 g3d6 d2b3 c6d7 f5d3 f6e4 f3e5 d6e5 d4e5 e7e5 d3d4 e5h2 e2d3 h2g1 d4e5 d7e6 e5g7 g1d1 c1d2 e4f2 d3d4 c7c5 d4c5 a8c8 c5b6 d1b3 b6a7 h8f8 g7d4 c8c4 d4e5 f2e4 e5b8 e8e7 b8h2 c4c8 a1f1 c8a8,black
g89101,8/1p5R/1r2n3/pk1B1N2/2pP1P2/2P3P1/P7/2K2R2 b - - 0 41,e6d8 f5e3 b5a4 d5c4 b6c6 d4d5 c6g6 c4b3 a4b5 c3c4 b5b4 e3c2 b4c5 f1g1 g6b6 f4f5 b6d6 g3g4 d6f6 h7d7 f6h6 d7d8 h6h2 d8c8 c5d6 f5f6 h2c2 c1c2 d6d7 c8h8 b7b5 f6f7 d7e7 f7f8q e7d7 h8h6 b5c4 f8f7 d7d8 h6h8,white
g48448,3r2nr/1bpkqpp1/p2pp2p/R1P5/3PPP2/2PB1N2/6PP/3QR1K1 b - - 0 17,d7e8 d3a6 b7a6 a5a6 e8f8 c5c6 g7g6 d1a4 f8g7 a6a7 d8c8 e1b1 g8f6 f3d2 c8a8 a7a8 h8a8 a4a8 f6g4 h2h3 g4e3 g1f2 e3c2 d2f3 d6d5 e4e5 c2a3 b1b7 a3c4 a8c8 e7a3 c8c7 a3b2 f2g3 c4e5 f4e5 b2c3 c7f7 g7h8 f7g7,white
g169564,4kb1r/p5pp/bpp2p2/4p3/4P1n1/1PN2N2/PBPR1PPP/2K5 b - - 0 16,f8e7 h2h3 g4h6 c3a4 h6f7 c2c4 c6c5 a4c3 f7d6 d2d3 e8f7 f3d2 h8d8 c3d5 d8d7 f2f3 a6b7 d2f1 h7h6 f1e3 g7g6 d5e7 f7e7 e3d5 e7e6 c1d2 b7d5 e4d5 e6f5 g2g4 f5f4 d2e2 f4g3 f3f4 g3f4 b2c1 f4e4 d3e3 e4d4 c1b2,white
g112559,r3k2r/pp2p2p/1q1p2pb/2p1np2/4B2N/1P2P3/P1PP1PPP/R1B1K2R w KQkq - 0 15,e4d5 h6g7 c1b2 b6a6 f2f4 e5d3 c2d3 g7b2 a1d1 a6d3 e3e4 f5e4 d5b7 a8b8 b7c6 e8f8 f4f5 g6g5 f5f6 b2f6 h4f5 b8b4 h1f1 e4e3 f5e3 b4f4 c6f3 f6d4 g2g3 f4f6 e3d5 f6f3 f1f3 d3f3 d5e3 f8g7 d2d3 f3e3 e1f1 e3f2,black
g63749,r1b1kb1r/pp3ppp/1qn1p3/2ppPn2/5P2/2PB1N2/PPNP2PP/R1BQK2R b KQkq - 6 8,f8e7 d3f5 e6f5 e1g1 e8g8 d2d4 c8e6 a1b1 f8c8 c1e3 c5d4 c2d4 c6d4 f3d4 e7c5 e3f2 b6a5 b2b4 c5b4 c3b4 a5a2 d4b5 c8c2 b5d6 a7a5 b4a5 a8a5 b1b7 g7g6 b7b8 g8g7 d6e8 g7h6 e8f6 a2c4 f2h4 a5a2 h4g5 h6g7 b8g8,white
g133297,8/8/8/4k1K1/5R2/8/8/8 b - - 6 55,e5d5 g5f5 d5d6 f4e4 d6c5 f5e5 c5c6 e4d4 c6c5 d4e4 c5c6 e4d4 c6c5 e5e4 c5c6 d4d5 c6c7 e4e5 c7c6 e5e6 c6c7 d5d6 c7c8 e6e7 c8c7 e7e6 c7c8 d6d7 c8b8 e6d6 b8c8 d6c6 c8b8 d7c7 b8a8 c6b6 a8b8 c7c6 b8a8 c6c8,white
