game_id,anchor_fen,moves,winner
g124868,r5nr/ppqk3p/2nbp1p1/2ppp3/8/PP2P3/1BPP1PPP/R2QKBNR w KQ - 0 11,h2h4 g8e7 h4h5 a8f8 g1f3 g6h5 d1e2 e5e4 b2h8 f8h8 f3h4 h8f8 e1c1 d6e5 d2d4 e4d3 e2d3 e5a1 c1d2 c7e5 d2e2 e7g6 f2f4 g6f4 e2d2 f4d3 c2d3 e5c3 d2e2 c3c2 d1d2 f8f2 e2f2 c2d2 f1e2 d5d4 e3d4 a1d4 f2f3 d2e3,black
g91577,3q1r1k/4b1pp/2p2p2/3rp3/PpN1N3/4P2P/2P1QPP1/R2R2K1 b - - 2 22,d5d1 a1d1 d8a8 d1a1 f6f5 e4g3 g7g6 c4b6 a8a7 b6c4 a7d7 c4e5 d7d5 e5d3 c6c5 d3f4 d5c6 e2c4 e7d6 f4e6 f8e8 e6g5 d6g3 f2g3 h7h6 g5f7 h8h7 a1e1 e8e4 f7d8 c6f6 e1d1 e4e3 d1d7 h7h8 d8f7 h8g8 f7h6 g8f8 c4g8,white
g4465,rn2kb1r/1p3ppp/1qp1p1n1/3pP3/1P1P1P2/P4N2/1B4PP/Rb1QKB1R w KQkq - 0 11,d1b1 g6f4 f1e2 f4g2 e1f2 g2f4 h1g1 f4e2 f2e2 g7g6 e2f2 b8d7 b2c1 f8g7 c1g5 d7e5 f3e5 g7e5 f2g2 e5d4 g1f1 d4a1 b1a1 h8f8 a1g7 a8a3 g5h6 b6b4 f1f7 f8f7 g7g8 e8e7 g8h7 f7h7 h6f8 e7f8 g2h1 b4b2 h2h4 a3a1,black
g129782,8/1pb5/p5k1/8/2PPKPP1/8/PP6/8 b - - 0 33,b7b6 b2b4 g6f6 a2a4 f6e7 c4c5 b6b5 a4b5 a6b5 d4d5 e7f7 d5d6 c7b8 e4d5 f7e8 c5c6 b8a7 d6d7 e8d8 f4f5 a7b6 f5f6 b6c7 g4g5 c7f4 g5g6 f4g5 d5e6 g5h6 g6g7 h6g5 g7g8q d8c7 d7d8q c7c6 d8d5 c6b6 g8b8 b6a6 d5b5,white
g156257,rnbqkbnr/pp1p1ppp/4p3/2p5/4P3/5Q1N/PPPP1PPP/RNB1KB1R b KQkq - 1 3,b8c6 c2c3 a7a6 d2d3 c6e5 f3g3 d7d6 f2f4 e5c6 b1a3 g8f6 e4e5 f6d5 c3c4 d5b6 e5d6 d8d6 c1d2 c6d4 d2c3 b6a4 c3d4 d6d4 a1b1 a4b2 e1d2 b7b5 g3e3 d4f6 c4b5 c5c4 d3c4 f8a3 h3g5 b2c4 f1c4 e8g8 e3e4 c8d7 e4h7,white
g47260,r2qkb1r/1p1n1ppp/p3pn2/3p4/8/2NP1N2/PPPB1PPP/R2QK2R w KQkq - 0 9,d1e2 f8d6 e1c1 e8g8 h2h4 d8c7 g2g4 f6g4 d1g1 g4f6 d2g5 d6f4 g5f4 c7f4 c1b1 b7b5 h4h5 h7h6 f3d2 f4e5 f2f4 e5e2 f4f5 e2d2 f5e6 f7e6 g1g7 g8g7 h1g1 g7h7 c3d5 f6d5 a2a3 f8f2 g1g7 h7g7 b2b4 d2c2 b1a1 c2b2,black
g13012,rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,g1f3 d7d5 d2d4 c8g4 c2c4 g8f6 c4d5 g4f3 g2f3 f6d5 e2e4 d5b6 c1f4 e7e6 b1c3 f8b4 h1g1 e8g8 f4h6 f8e8 h6g7 d8d7 g7f6 g8f8 d1d2 e8e7 d2h6 f8e8 g1g8,white
g85030,r2qk2r/2p1bppp/p1n2n2/1p2p3/3pP3/N1PP1B1P/PP1B1PP1/R2QK2R b KQkq - 0 13,e7c5 c3d4 c6d4 a1c1 c5b6 a3c2 e8g8 d2e3 d4c2 c1c2 b6e3 f2e3 a8c8 c2c6 a6a5 c6c5 c7c6 c5e5 d8b6 d1d2 b5b4 b2b3 c6c5 e1g1 f8d8 e5f5 b6a6 f3e2 c5c4 b3c4 c8c4 d2b2 c4c6 e4e5 f6d5 f5f7 d5e3 e5e6 c6e6 b2g7,white
g39124,r4rk1/p6p/3q1pp1/2pPp2P/1p2P3/1P2Q1N1/P1P3P1/3R2K1 b - - 0 23,g6g5 g3f5 d6d7 h5h6 f8f7 e3c5 a8c8 c5b4 c8c2 d5d6 d7c6 b4b8 f7f8 f5e7 g8f7 b8f8 f7f8 e7c6 c2c6 d6d7 c6d6 d1d6 f8e7 d7d8q e7f7 d8c7 f7g6 c7c6 g6h5 d6f6 h5g4 f6f3 g4h4 c6e6 h4h5 e6h3 h5g6 h3f5 g6h5 f3h3,white
g110859,r2q1rk1/2p1npb1/1p5p/pR1p2pB/P2Pp1Q1/2P1P1B1/2P2PPP/5RK1 w - - 4 17,f2f4 f7f5 g4d1 g8h7 f4g5 h6g5 h5e2 c7c6 b5b1 e7g6 d1d2 g7h6 e2d1 f5f4 e3f4 g5f4 g3e1 f4f3 d2f2 f3g2 f2g2 f8f1 g2f1 d8g5 e1g3 g5e3 f1f2 e3c3 f2f7 h6g7 g3e5 c3e3 g1g2 e3g5 e5g3 a8f8 f7c7 g5d2 g2h1 f8f1,black
g41036,6k1/1b1p2p1/4P2p/1p6/p1pP3b/P1P4r/1P6/3K4 w - - 0 39,e6d7 b7c6 d7d8n h4d8 d1e2 c6f3 e2e3 f3b7 e3f4 h3h5 f4g4 g7g6 g4f4 g8f7 f4e3 f7f6 e3f4 d8c7 f4e3 h5h4 e3f2 f6f5 f2e2 h4e4 e2f3 g6g5 f3f2 h6h5 d4d5 b7d5 b2b3 c4b3 f2f3 b3b2 f3f2 b2b1q c3c4 b1c2 f2g1 e4e1,black
g111240,rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,d2d4 e7e6 e2e4 d7d5 e4e5 c7c5 c2c3 b8c6 g1f3 g8e7 c1f4 e7f5 g2g3 d8b6 d1c2 c5d4 f1d3 d4c3 d3f5 c3b2 f4e3 d5d4 f3d4 b2a1q c2c6 b7c6 d4e6 c8e6 e3b6 e6f5 e1g1 f5b1 g1g2 a1a2 b6c5 b1e4 g2g1 f8c5 f1e1 a2f2,black
g85029,r1bqkbnr/pp1ppppp/2n5/6B1/3Q4/8/PPP1PPPP/RN2KBNR w KQkq - 1 4,g5d2 c6d4 c2c3 d4c2 e1d1 c2a1 b1a3 e7e6 d1c1 f8a3 b2a3 d8b6 e2e3 g8f6 f1c4 f6e4 g1e2 e4d2 c1d2 b6b2 d2d3 b2c2 d3d4 d7d5 c4b3 c2e4 d4c5 b7b6 c5b5 c8d7 b5a6 a1b3 a2b3 e4d3 a6b7 d3b5 e2d4 b5c5 b7a6 d7c8,black
g106235,2r1k2r/pb4pp/3B1p2/8/2p1p3/P3P3/5PPP/2R2RK1 w k - 0 22,c1c3 b7d5 f1c1 e8d7 d6b4 d7e6 h2h3 f6f5 a3a4 g7g5 g1h2 f5f4 e3f4 g5f4 h3h4 h8g8 g2g3 e4e3 f2e3 f4g3 h2g1 g3g2 b4a3 g8g4 c1e1 g4h4 c3c2 h4h1 g1f2 h1e1 f2e1 g2g1q e1d2 g1f2 d2c3 f2e1 c3b2 c8b8 b2a2 e1b1,black
g80200,rnbqkbnr/ppp2ppp/4p3/8/8/2N2N2/PPPP1PPP/R1BQKB1R w KQkq - 0 5,d2d4 c7c6 f1d3 b7b5 a2a3 a7a6 e1g1 b5b4 a3b4 f8b4 c3e2 c6c5 c2c3 b4a5 d4c5 c8b7 e2d4 b8c6 b2b4 a5c7 c1b2 g8f6 d1c2 c6d4 c3d4 b7f3 g2f3 f6d5 g1h1 d5b4 c2a4 d8d7 a4b4 e8g8 b4c3 d7d5 d3e4 d5h5 e4a8 h5h2,black
g116004,rn1q1rk1/1b2bppp/2pp1n2/pp2p3/4P1P1/PP1PBN1P/2PNBP2/R2QK2R b KQ - 0 10,d6d5 e4d5 c6d5 g4g5 f6h5 f3e5 e7g5 e2h5 g5e3 f2e3 d5d4 h1f1 d4e3 d2e4 b7e4 h5f7 f8f7 e5f7 d8h4 e1e2 h4h3 d3e4 h3g2 e2e3 b8c6 d1d5 g2g3 f1f3 g3g6 f7e5 g8h8 e5g6 h7g6 d5c6 g6g5 c6a8 h8h7 a1h1 h7g6 a8c6,white
g59247,r5k1/2p3p1/3pbn1p/pp6/4P1P1/P1KP3P/1PP5/5R1R w - - 0 23,b2b3 c7c5 c3b2 a5a4 b3a4 b5a4 c2c4 f6d7 b2c3 d7e5 f1f4 a8b8 h1f1 b8b3 c3c2 b3d3 f4f8 g8h7 f8e8 e6d7 e8e5 d3a3 e5h5 a3e3 g4g5 a4a3 g5h6 d7a4 c2b1 g7h6 f1f7 h7g6 h5f5 a4b3 f7f6 g6g7 f6f7 g7g6 f7a7 e3e1,black
g103104,2kr1b1r/ppp3pp/2nq2b1/5p2/6B1/2n3NP/P2N1PP1/R1BQK2R w KQ - 0 15,g4f5 g6f5 g3f5 d6e5 f5e3 c3d1 e1d1 e5a1 d1e2 f8c5 h1d1 c5e3 f2e3 h8e8 d2b3 a1e5 d1d8 c8d8 e2f1 e5c3 f1g1 c6e5 b3d4 c3c1 g1h2 c1e3 d4f5 e3f4 f5g3 h7h5 a2a4 h5h4 a4a5 f4g3 h2g1 e5f3 g1f1 f3h2 f1g1 e8e1,black
g24310,1k6/pB4p1/P5Rp/5n2/2b3P1/8/7P/4K3 b - - 0 45,f5d4 g6g7 d4e6 g7g8 b8c7 g8c8 c7b6 c8c4 e6g5 c4c6 b6b5 c6h6 g5e4 h2h4 e4c5 g4g5 b5a5 g5g6 c5a6 b7a6 a5a6 g6g7 a6b5 g7g8q a7a5 g8b3 b5c5 b3b6 c5c4 h6d6 a5a4 b6c5 c4b3 d6d3 b3b2 c5c3 b2a2 d3d2 a2b1 c3b2,white
g46237,r1b1kbnr/ppq2ppp/2p5/2p1p3/4P3/3P1N2/PPP2PPP/RNBQ1RK1 w kq - 0 7,h2h3 g8f6 f3g5 h7h6 g5f3 c8e6 b1c3 f8d6 f3h2 g7g5 c3a4 e8c8 c1d2 d8g8 b2b3 g5g4 h3h4 f6h5 g2g3 f7f5 d1e1 f5f4 b3b4 c5c4 a4c5 d6c5 b4c5 h8h7 a1b1 h7f7 d2a5 c7d7 e1c3 d7d4 c3b4 f4g3 g1g2 f7f2 g2h1 f2h2,black
g21609,r1bqkbnr/1p1p1ppp/p1n1p3/8/3NP3/2N5/PPP2PPP/R1BQKB1R w KQkq - 0 6,c1e3 d8c7 f1e2 f8d6 e1g1 d6h2 g1h1 h7h5 f2f4 h2g3 f1f3 h5h4 d4c6 b7c6 f4f5 g8f6 f5e6 d7e6 e3g5 h4h3 g5f6 h3g2 h1g2 h8h2 g2f1 g7f6 f3f6 h2h1 f1g2 h1d1 a1d1 g3h2 e4e5 c7e5 f6h6 e5g3 g2f1 g3f4 f1e1 h2g3,black
g153295,r1bqkb1r/ppp1n1pp/2np1p2/4p3/2B1P3/2NP1N2/PPP2PPP/R1BQK2R w KQkq - 0 6,c3d5 d8d7 c1e3 e7d5 c4d5 d7g4 h2h3 g4g2 h1g1 g2h3 d1d2 c8d7 e1c1 e8c8 g1g3 h3h5 d5c6 d7c6 e3a7 g7g5 d2a5 f8h6 a7e3 g5g4 e3h6 h5h6 f3d2 h6f4 f2f3 f4g3 d2b3 g4f3 a5b4 f3f2 b3a5 g3f4 c1b1 f2f1q a5c6 f1d1,black
g97035,2b2rk1/r1qnnpbp/p3p1p1/1pp1P3/4BP2/2N1BN2/PPP2QPP/R4RK1 w - - 6 14,a1d1 e7f5 e4f5 g6f5 d1d6 f8d8 f1d1 g7f8 d6d2 b5b4 c3a4 c8b7 e3c5 b7f3 c5f8 g8f8 f2f3 a7a8 f3f2 a8b8 b2b3 d7b6 d2d8 b8d8 d1d8 c7d8 a4b6 d8d1 f2f1 d1d4 f1f2 d4d1 f2f1 d1d4 f1f2 d4d1 f2f1 d1d3 g1h1 d3f1,black
g7288,1B6/6p1/p1K1k1b1/8/2P5/1P5P/P5P1/8 b - - 0 43,g6e4 c6b6 e4g2 b6a6 g2h3 a2a4 g7g5 b3b4 e6d7 c4c5 d7c6 b8d6 h3c8 a6a7 g5g4 b4b5 c6d7 d6g3 d7e6 b5b6 e6d7 b6b7 c8b7 a7b7 d7e6 c5c6 e6d5 c6c7 d5e4 c7c8q e4f3 c8c7 f3g2 c7f4 g2h3 a4a5 h3g2 f4f2 g2h3 f2h2,white
g4071,rnbqkb1r/ppp2ppp/4pn2/3p4/2PP4/2N5/PP2PPPP/R1BQKBNR w KQkq - 0 4,g1f3 f8b4 c1g5 b4c3 b2c3 h7h6 e2e3 h6g5 f3g5 f6e4 d1c2 d8g5 f1d3 e4f6 e1c1 g7g6 f2f4 g5h6 e3e4 d5e4 d3e4 f6e4 c2e4 b8c6 d4d5 c6e7 g2g4 h6h3 c1b2 h3g4 h1g1 g4f5 e4d4 h8h2 b2b3 f5c2 b3b4 c2b2 b4c5 b2b6,black
g108250,8/4R3/8/1p2p3/4kp2/4r3/4K3/8 w - - 6 69,e2f2 b5b4 e7b7 b4b3 f2g2 e3e2 g2h3 b3b2 h3g4 e2g2 g4h3 e4f3 b7b4 e5e4 b4b3 e4e3 b3b4 g2g3 h3h2 g3g2 h2h1 f3f2 b4b2 e3e2 b2e2 f2e2 h1g2 f4f3 g2h3 f3f2 h3h2 f2f1q h2g3 f1f3 g3h2 f3g4 h2h1 e2f2 h1h2 g4h4,black
g52631,r1b1k1nr/ppp3pp/8/5p2/2P2Q2/2N5/PP2B1PP/R3K2R b KQkq - 0 17,c8e6 f4c7 g8h6 c7g7 e8c8 g7h6 d8e8 e1c1 c8b8 h1e1 e8d8 h6e6 d8d1 e1d1 h8c8 e6f5 h7h6 c3b5 a7a6 f5e5 b8a8 b5c7 a8a7 e5d4 b7b6 d4d7 a6a5 d7c8 b6b5 c8a6 a7b8 a6b6 b8c8 c7b5 a5a4 b6d8 c8b7 d1d7 b7c6 d8c7,white
g83632,r2q1rk1/1pp2ppp/p1n5/8/2NP4/PP2P3/5PPP/2bQKB1R w K - 0 17,d1c1 f8e8 f1d3 c6d4 c1c3 c7c5 e1g1 d4e6 f1d1 d8c7 c3c2 g7g6 h2h4 a8d8 h4h5 b7b5 c4d2 d8d5 h5g6 h7g6 d3e4 d5h5 g2g3 e6g5 e4g6 c7c6 g6h5 c6h6 g3g4 g8g7 g1g2 h6c6 g2g3 c6d6 g3h4 d6h2 h4g5 f7f6 g5f5 e8e5,black
g53466,r1q4r/5kp1/b1p2p2/Bp1p1P1p/3Pn3/8/PPP3PP/RN1QR1K1 w - - 1 18,b1c3 e4c3 b2c3 c8f5 e1f1 f5g4 d1e1 b5b4 a5b4 a6f1 e1e7 f7g6 g1f1 h8e8 e7d6 e8e2 d6g3 g4g3 h2g3 a8e8 c3c4 e2c2 c4d5 c6d5 b4c5 e8e2 a1e1 e2f2 f1g1 f2g2 g1h1 g2h2 h1g1 c2g2 g1f1 g2a2 f1g1 h2g2 g1f1 a2f2,black
g146459,1r1q1rk1/p1pn1ppp/3ppn2/2p5/4PP2/2NP1P2/PPPQB2P/2K3RR b - - 7 12,d8c8 h2h4 c8b7 b2b3 d7b6 h4h5 c5c4 d3c4 d6d5 e4d5 e6d5 c4d5 f6d5 c3d5 b6d5 e2c4 d5b4 a2a3 a7a5 a3b4 a5b4 h5h6 b7f3 d2d4 f3c3 d4c3 b4c3 g1g7 g8h8 g7f7 f8f7 c4f7 b8f8 f7e6 f8f4 h1d1 c7c5 d1d8 f4f8 d8f8,white
g121971,rn2kbnr/p1pp1ppp/1p2p3/8/2PPq3/4B3/PP3PPP/R2QKBNR w KQkq - 0 7,f1d3 e4b7 g1f3 b8c6 e1g1 e8c8 d4d5 e6d5 c4d5 c6b8 d3e4 c7c6 d5c6 d7c6 a1c1 d8d1 f1d1 g8f6 f3d4 f6e4 d4c6 b8c6 d1d4 f7f5 d4c4 c8d7 c4c6 b7c6 c1c6 d7c6 e3f4 f8c5 g2g3 h8d8 g1f1 d8d1 f1e2 d1d2 e2f3 d2f2,black
g81259,2r2rk1/p2nbppp/1pb1p3/3p4/3P4/P2BP3/1BRN1PPP/3Q1RK1 b - - 1 17,h7h6 d1b1 g8h8 f1c1 h8g8 d2f3 c6b7 c2c8 f8c8 c1c8 b7c8 f3e5 d7e5 d4e5 e7g5 f2f4 g5e7 b2d4 e7c5 d4c5 b6c5 b1c2 c5c4 d3e2 a7a6 c2a4 g8f8 a4c6 f7f6 c6c8 f8f7 c8d7 f7f8 e2h5 g7g6 h5g6 f8g8 d7f7 g8h8 f7h7,white
g106669,8/2Nk2p1/8/1P5p/3Pp3/4P1PP/1P3PK1/8 b - - 2 33,d7c7 f2f3 e4f3 g2f3 c7b6 f3f4 b6b5 f4f5 b5c4 f5e6 c4d3 d4d5 g7g5 d5d6 d3e3 d6d7 e3f3 d7d8q f3g3 d8g5 g3h3 b2b4 h3h2 b4b5 h2h3 b5b6 h3h2 b6b7 h2h3 g5h5 h3g2 h5g4 g2h2 e6e5 h2h1 e5e4 h1h2 e4f3 h2h1 g4g2,white
g13004,8/p7/2p2k2/1p1p1p2/3P4/4r1K1/PP4P1/8 w - - 0 40,g3f2 e3d3 g2g3 d3d4 f2e3 d4c4 e3d3 c4g4 d3e3 f6e5 e3f3 d5d4 b2b3 e5d5 f3e2 d5c5 e2d3 c5b4 a2a3 b4a3 b3b4 a3b4 d3d2 c6c5 d2e2 c5c4 e2d2 g4g3 d2c1 g3d3 c1c2 d3c3 c2b2 d4d3 b2b1 c3b3 b1c1 c4c3 c1d1 b3b1,black
g49184,5rq1/1pp1b1k1/p3bnp1/n3p1N1/4P2P/N1PR1Q2/PP3PP1/4K2R w K - 3 23,f3g3 e7d6 h4h5 f6h5 h1h5 g6h5 g5e6 g7f6 g3h3 g8e6 h3h4 f6f7 d3f3 f7e8 h4h5 e8d7 f3d3 e6f6 f2f3 f6f4 h5h3 d7c6 e1d1 f8g8 a3c2 f4g3 h3h5 g3g2 c2b4 c6b6 b4d5 b6b5 a2a4 b5c4 d3d2 g2g1 d1c2 a5b3 h5h6 g1c1,black
g51241,r2qkbnr/p4ppp/b1npp3/2p5/1p2P3/3P2P1/PPP1NPBP/RNBQK2R w KQkq - 0 8,e1g1 a8c8 b1d2 a6b7 a2a3 a7a5 d2c4 d8c7 c1f4 g8f6 h2h4 h7h6 g2h3 f8e7 a3b4 a5b4 c2c3 c6d4 e2d4 c5d4 a1a7 b4c3 e4e5 c7b8 b2c3 b8a7 e5d6 e8g8 d6e7 f8e8 c3d4 e8e7 f4d6 e7d7 d6f4 a7d4 d1b1 d4d5 c4b6 d5h1,black
g68197,rnbqkb1r/ppp2ppp/5n2/3p4/3P4/3B4/PPP2PPP/RNBQK1NR w KQkq - 2 5,c1g5 f8e7 g1e2 e8g8 b1c3 b8c6 d1d2 c8g4 f2f3 g4h5 e1c1 c6b4 a2a3 b4d3 d2d3 h5g6 d3e3 b7b5 c3b5 a8b8 b5a7 d8d6 g5f6 e7f6 e3d3 d6b6 d3b3 b6a7 b3c3 a7b6 b2b3 f8c8 c3d2 c7c5 d4c5 b6c5 e2g3 b8b3 h2h4 c5a3,black
g137412,r4rk1/1p2qpp1/pQp4p/4p3/4P1b1/2P2N2/PP1NnPPP/1BRR2K1 w - - 1 18,g1f1 e2c1 d1c1 a8d8 a2a4 d8d6 d2c4 d6d7 f3e5 d7d1 c1d1 g4d1 b1a2 e7h4 c4d6 h4h2 f2f3 h2e5 d6f7 f8f7 a2f7 g8f7 b6b7 f7g8 b7c6 d1c2 c6a6 e5c5 a6a8 g8h7 a4a5 c5e3 g2g4 e3f3 f1e1 c2d3 e1d2 f3e2 d2c1 e2c2,black
g63424,rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,g1f3 c7c5 d2d4 c5d4 f3d4 e7e5 d4f3 b8c6 e2e3 e5e4 f3d2 d7d5 c2c4 f8c5 c4d5 d8d5 b1c3 d5e5 f1c4 g8f6 e1g1 c5d6 d1b3 e5h2,black
g9444,r1bq1rk1/pp4b1/2np2pp/2p2p2/2PPp3/5N1N/PP2BPPP/R1BQ1RK1 w - - 0 14,f3d2 c6d4 d2b3 d4c6 c1f4 c6e5 f4e5 g7e5 d1d2 g6g5 f2f4 g5g4 f4e5 g4h3 d2h6 h3g2 h6g6 g8h8 g6h6 h8g8 g1g2 f8f7 g2h1 f7g7 f1g1 g7g4 e2g4 f5g4 h6g6 g8h8 g6e4 d8g5 g1g3 c8f5 g3g4 f5e4 g4e4 a8g8 a1e1 g5g2,black
g46735,r7/6pp/3pB1k1/3P3b/pP2P3/8/1P4PP/RNB2K2 b - - 0 27,a8f8 f1g1 h5e2 b1d2 f8f4 g2g3 f4f8 e6f5 g6h5 g1f2 g7g6 f2e2 g6f5 e4f5 f8f5 d2f3 f5d5 c1e3 h5g4 a1a4 g4h3 a4a6 h3g2 a6a7 d5b5 a7h7 b5b4 f3e1 g2h1 e1d3 b4a4 g3g4 a4a1 g4g5 h1g2 g5g6 a1h1 g6g7 d6d5 g7g8q,white
g14866,r2qkb1r/ppp2ppp/2n1pn2/3P4/3P4/2N1PQ2/PP3PPP/R1B1KB1R b KQkq - 0 7,e6d5 f1b5 d8d6 b5c6 d6c6 c1d2 f8b4 e1g1 b4c3 d2c3 e8g8 e3e4 d5e4 f3g3 c6d5 f2f3 e4f3 f1f3 c7c6 a1f1 f6e4 g3h4 e4c3 b2c3 d5a2 h2h3 a2d2 f1f2 a7a5 f2d2 a5a4 d2a2 a4a3 c3c4 f8e8 f3a3 e8e1 g1h2 e1c1 a3a8,white
g128927,6k1/6pp/1p2p3/P2p4/R2qpP2/8/2Q5/2K5 b - - 1 38,d4g1 c1b2 b6a5 c2c8 g8f7 c8c7 f7f6 c7e5 f6f7 a4a3 g1f2 b2b3 f2e3 b3a4 e3b6 a3b3 b6c6 a4a5 c6c5 b3b5 c5a3 a5b6 a3e3 b6c6 e3c1 b5c5 c1g1 c6d6 g1g6 c5c7 f7f8 d6c6 g6e8 c6d6 e8d8 d6c6 d8e8 c6b7 h7h5 e5g7,white
g143281,r4r1k/4q1bp/p1Q2np1/3Pp1B1/4P1P1/1P3P2/P3N3/2R1K2R b K - 4 27,h7h6 g5h6 g7h6 h1h6 h8g7 h6h2 f8c8 c6c8 a8c8 c1c8 e7b4 e1f2 b4d2 c8c7 g7g8 c7c8 g8g7 c8c7 g7g8 c7c8 g8f7 h2h8 f7e7 h8d8 d2a2 d5d6 e7e6 c8c6 a2b3 d6d7 e6e7 c6f6 e7f6 d8f8 f6g5 d7d8q g5h6 d8h4 h6g7 h4h8,white
g57378,4rk1r/1b3q2/ppp5/3PQ3/1PP1B3/8/P5PP/R6K w - - 1 29,e5d6 f8g8 d6g3 f7g7 g3g7 g8g7 d5c6 e8e4 c6b7 h8b8 h2h3 b8b7 a1c1 g7f6 a2a3 f6e5 c4c5 e5f4 c5b6 b7b6 c1c3 b6e6 c3f3 f4g5 f3g3 g5h4 h1h2 e4e3 g3g4 h4h5 a3a4 e6g6 g4c4 e3g3 c4c5 h5h6 h3h4 g3g2 h2h3 g6g3,black
g139786,rn2brk1/pp4pp/3pp3/1N1p1p2/1Q1P3q/2P2P1P/PPK1P1P1/R4B1n w - - 0 15,b5d6 b8c6 b4b7 e8g6 b7c6 f5f4 c2b3 a8b8 d6b7 g6e8 c6e6 g8h8 e6d5 e8f7 d5f7 f8f7 b3a3 b8b7 b2b4 a7a5 e2e3 a5b4 c3b4 b7a7 a3b2 f4e3 a1e1 h4e1 a2a4 e1d2 b2b3 e3e2 g2g4 e2e1b h3h4 d2c3 b3a2 c3c2 a2a1 e1c3,black
g68074,r2qkbnr/pbpp1ppp/1pn1p3/8/2B1P3/2NP4/PPP2PPP/R1BQK1NR w KQkq - 0 5,a2a3 g8f6 g1f3 f8e7 c4a2 d7d5 e4d5 f6d5 d3d4 d5c3 b2c3 e8g8 c1e3 e7f6 d1e2 c6e7 a1d1 e7d5 c3c4 d5c3 e2d3 c3d1 d3d1 b7f3 d1f3 f6d4 e1g1 d4e3 f3e3 d8d6 f2f4 a8d8 f4f5 d6d4 f5e6 d4e3 g1h1 f7e6 c4c5 f8f1,black
g138367,r2q1rk1/1p3pbp/p1n3p1/3Q1b2/8/PBP1B3/1P3PPP/RN3RK1 b - - 0 15,d8c7 d5d2 a8d8 d2e1 f5d3 b1d2 d3f1 d2f1 c6a5 b3a2 a5c6 f1g3 d8d7 g3e4 f8d8 g2g3 c6e5 g1g2 c7c6 f2f3 g8h8 e3d4 f7f5 d4e5 g7e5 e4g5 d7d2 g2h3 c6f6 g5f7 h8g7 f7d8 f6g5 d8e6 g7f6 e6g5 f6g5 f3f4 g5f6 e1e5,white
g154873,8/1R2n1pp/p1p1pk2/3r1p2/8/1P2PP2/P3K1PP/3R4 b - - 10 34,d5a5 d1d7 a5a2 e2d3 e7g6 d7f7 f6g5 f7g7 a2g2 g7h7 e6e5 h2h4 g5f6 b7f7 f6e6 f7c7 e5e4 f3e4 f5e4 d3e4 g2g4 e4f3 g4g1 c7c6 e6d5 c6a6 g6e5 f3f2 g1b1 h7h5 b1b3 a6a5 d5c4 a5e5 b3b2 f2f3 c4d3 e5c5 b2e2 h5d5,white
g59941,r2qr3/1p3n1k/p3pp1p/5bP1/3PNN2/1P4P1/3Q1PB1/2R1R1K1 b - - 0 26,f6g5 f4h5 d8e7 h5f6 h7h8 f6e8 a8e8 d2b2 e8g8 d4d5 e6e5 d5d6 f7d6 e4d6 e7d6 b2e5 d6e5 e1e5 f5g4 e5e7 h6h5 g2e4 g8d8 c1c7 h5h4 e7h7 h8g8 h7g7 g8f8 c7f7 f8e8 f7e7 e8f8 e7f7 f8e8 e4g6 d8d1 g1h2 e8d8 g7g8,white
g117723,rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,e2e4 e7e5 f2f4 b8c6 g1f3 e5f4 f1c4 f8c5 d2d4 c5b6 e1g1 d7d6 c1f4 g8e7 g1h1 c8g4 c4f7 e8f7 f3g5 f7g6 d1g4 h7h5 g4e6,white
g143227,rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,e2e4 e7e5 g1f3 b8c6 f1c4 h7h6 d2d4 e5d4 f3d4 c6d4 d1d4 b7b6 d4d5 a8b8 d5f7,white
g134178,r1b1kbnr/ppp2ppp/1qn5/4p3/8/2NP1N2/PPPB1PPP/R2QKB1R w KQkq - 3 7,g2g3 b6b2 a1b1 b2a3 b1b3 a3d6 f1g2 g8f6 e1g1 c8g4 f1e1 e8c8 d1b1 b7b6 a2a4 g4f3 g2f3 c6d4 f3g2 d4b3 b1b3 h7h6 e1b1 g7g5 f2f3 g5g4 f3g4 f6g4 a4a5 d6d4 g1h1 g4f2 h1g1 f8c5 b1e1 f2h3 g1h1 d4g1 e1g1 h3f2,black
g97601,rnb1k2r/4ppbp/1q1p2p1/pppP4/P3n3/1B2BN2/1PP2PPP/RN1Q1RK1 w kq - 0 11,d1d3 c8f5 a4b5 e4g3 d3d2 g3f1 g1f1 g7b2 a1a2 b6b5 f1g1 b2f6 b1a3 b5b6 a3b5 e8g8 b3c4 b8d7 e3h6 f6g7 h6g5 e7e5 g5e7 f8e8 e7d6 e5e4 b5c7 b6d6 c7e8 a8e8 d2a5 e4f3 g2f3 f5h3 c4b5 d7e5 b5e8 e5f3 g1h1 d6h2,black
