puzzle_id,fen,mating_moves,rating
peQTt,rnb1k2r/ppp2ppp/5q2/3PN3/2BPn3/8/PPP3PP/RNBQ2KR b kq - 0 8,f6f2,795
2Bl3j,3Q4/p3P1k1/5r2/8/4pB2/1P1n4/P3KpP1/4R3 b - - 0 38,f2e1q,1587
4ZLKj,r2q1b1r/ppp1kBp1/2npb2p/3Qp3/4P3/8/PPP2PPP/R1B2RK1 w - - 0 13,d5e6,751
io9g8,R3R3/5pkp/4b1p1/5rP1/P2b4/6KP/8/8 w - - 1 44,e8g8,658
xiMcK,2kr4/p3Q2p/2p5/4N3/4p3/7b/PP3q1B/R4R1K b - - 0 20,h3g2 f2g2,1040
UX5o5,r7/p4kp1/1p5p/2p1PP2/P2P1n2/2P2bB1/1P5P/R4RK1 b - - 1 29,f4h3,1643
Bedcx,r3rn1k/1pp3bp/p2p4/8/2BB1P2/8/PPP1q3/2K3RR w - - 0 25,d4g7,1064
dCoAT,r1b4k/ppp2Bpp/3p4/8/4q3/1Q2n3/PB4PP/4RRK1 b - - 3 21,e4g2,1374
6yha7,1kr5/p3bppQ/1p2p3/3pP3/q2P4/P1R5/5PPP/1RB3K1 b - - 0 23,a4d1,732
gaShz,1k1r4/pp6/2bbQ3/8/7q/5P2/P5PP/2RR3K b - - 0 26,h4h2,708
XJnYF,3r2k1/5p1p/2p3pP/4qp2/1B2n3/5Q2/1PP1KPP1/R6R b - - 2 25,e4g3,1961
VQO7a,r2qkb1r/ppp1n1pp/3p1p2/4N3/2B1P3/2P4P/PP1P2P1/RNBb1RK1 w kq - 0 10,c4f7,1280
usQPm,8/p7/1p1p1k2/4p1pP/q7/5P1K/2R3Q1/8 b - - 0 47,a4h4,894
jzC1Y,r2q1rk1/1b3p1n/pp5Q/2pp2bN/8/1P1P3P/1PP2PP1/R3K2R w KQ - 0 19,h6g7,931
LzHhw,1r1r4/2R2ppp/pp1b1k2/4p1q1/2Q5/8/PP3PPP/6K1 w - - 0 31,c4f7,1220
yFqVM,r1bqkb1r/pppp1ppp/2n2n2/3Qp3/2B5/2P5/PP3PPP/RNB1K1NR w KQkq - 3 8,d5f7,753
S4Rji,3k4/3P1p2/3K4/4Nb2/8/8/7p/8 w - - 3 71,e5f7 e5c6,1049
9Xy5x,r5k1/1pq1ppbp/6p1/p4b2/2PN2n1/P6P/1P2BPP1/2RQ1RK1 b - - 0 19,c7h2,627
ffsu1,2kr3r/ppqn1p2/2p1p2p/2P2b2/3P2n1/5N2/PP1BNPPb/R1Q1RB1K b - - 2 17,g4f2,671
dTn3o,5n1k/pp2q1p1/3n1p1p/2pQ4/5PP1/1BPP1N1P/P6K/8 w - - 5 30,d5g8,629
GsvLx,r1b1k1r1/pp1p1p1p/4p3/8/3QPq2/1BN2P2/PPP2P1P/R4R1K b q - 2 14,f4f3,958
mX3RU,8/6k1/5pp1/6qp/1P2P2P/2Q2P2/3r2P1/6RK b - - 0 43,g5h4,1088
nK71E,r4rk1/3q1ppp/p3p3/1pbpn1N1/3N4/3Q4/PPP2PPP/R4RK1 w - - 0 18,d3h7,419
Zrc9P,r4rk1/ppb2pp1/3q1B1p/3p1Q2/1n6/2N1PP2/PP3P1P/1BR2RK1 b - - 0 18,d6h2,715
dZH4o,r1bqr1k1/ppp2ppp/3p4/8/2PQn3/2B2N2/PPP2PPP/R3K2R w KQ - 2 12,d4g7,577
REUZa,3rkb1r/p3pp1p/1pN1bnp1/8/8/2P5/PPP1BPPP/2KR3R w k - 0 14,d1d8,713
EA90g,8/5ppk/1p5p/pPq5/P3PPbP/2NQ2K1/8/8 b - - 2 40,c5g1,880
cY4LP,4k3/1rB1npbp/4p1p1/1P6/P7/8/5PPP/3R2K1 w - - 0 26,d1d8,423
G7iHZ,6k1/pq3ppp/1p2p3/3p4/Q7/2r3P1/PP3P1P/6K1 w - - 0 24,a4e8,563
whUlW,3rr1k1/p1R2ppp/1p3n2/8/5Q2/4B3/5PPP/3R2K1 b - - 0 25,d8d1,712
WP9zG,r5rk/pq1n2pp/5b1N/1pp5/3p4/3P4/PP1B1PPP/R4RK1 w - - 0 22,h6f7,869
2vqs6,r1Qqkb1r/p2npppp/8/1B1b4/4p3/2P1B3/PP3PPP/R3K1NR w KQkq - 5 13,b5d7,951
0ULMH,1br3k1/5pp1/3qp2p/pN1b4/1p6/1P1Q4/P2R1PPP/5RK1 b - - 5 29,d6h2,737
dIgPM,7k/1p2qp1r/p3pN2/1b2n3/7R/P4NPP/1P3P1K/8 w - - 0 36,h4h7,744
knZiS,1R2B3/r4pb1/3p1p1p/2k1p2P/2P1P1P1/2K2P2/8/8 w - - 23 38,b8b5,927
z5PKl,3k4/8/1b3R2/pP4p1/P4n1P/1Br5/8/4R2K b - - 0 43,c3h3,791
OU3Db,6k1/p4p1p/B3pK2/1P1pP2q/8/PQ2Pb2/7P/8 b - - 2 36,h5h4,1874
VNvmZ,4k1nr/1p3ppp/p3p3/3pPbB1/3Q4/1q6/2R2PPP/2K2B1R b k - 0 18,b3c2,799
ed3NL,1rb1k2r/p4pb1/2p1p2p/8/7B/2p2N2/P1P2PPP/3RK2R w Kk - 0 18,d1d8,462
KNbEz,1k6/p1r1P3/1p6/4Q1Np/3P3P/2P5/Prq5/K2R4 b - - 0 41,b2a2,1369
fqkYM,4r1k1/p1p2p1p/bp1p1bpB/3P4/Q1q5/5N2/P4PPP/5RK1 w - - 0 23,a4e8,1308
CR6yy,r1bqkb1r/ppp2ppp/1n6/4p1N1/2Q5/2N5/PPPP1PPP/R1B1K2R w KQkq - 2 9,c4f7,923
eYcpU,3k4/8/2Q5/p7/8/4B3/5P1K/rq6 w - - 9 50,e3g5,1288
5O826,8/R7/3p1pkb/3Pp1p1/Bp2P1Pp/r4P1P/4K3/8 w - - 5 48,a4e8,907
GiDzX,3r1r1k/p1pp1p1p/1p3P2/2n5/4q1Q1/7R/PBP3bP/3R2K1 w - - 2 25,g4g7,1053
NeOLc,1r2kb1r/pB3ppp/6b1/4p1B1/1P4P1/2n3NP/5P2/R3K2R w KQk - 1 21,b7c6,731
AR0sK,8/q5nk/6pp/5r2/1pQ5/1B4P1/1PP3KP/8 w - - 5 36,c4g8,586
3Y7wM,r4rk1/1b1nbppp/4p3/q3p3/npPP4/4BN1P/2Q1NPP1/1BR1K2R w K - 0 21,c2h7,1165
NQvrF,r2q1r2/1p2bp1k/1nn4p/pN1pPN2/6Q1/P7/2P2PPP/R3R1K1 w - - 0 19,g4g7,700
aTrT4,2k2r2/1bp5/1p1p4/p2Pp2p/P1P1P3/5q2/1R1Q3P/1R2K1B1 b - - 0 32,f3f1,861
OjS7z,r1bqkb1r/ppp2pp1/2np4/3QP1p1/2B5/8/PPP2PPP/RNB2RK1 w kq - 0 9,d5f7,601
MeIt8,2r1k3/1Q5p/p2P4/1p3q2/4n3/1P5P/P5P1/7K w - - 0 40,b7e7,1142
IBD6V,7k/pp3p1p/3Q2p1/8/5B2/1Bb2P2/P1P2qPP/4R2K b - - 0 19,f2e1,591
RFY0x,r4r1k/ppp1n1q1/2bp4/8/2BQp3/2N2P2/PPP3P1/2KR4 w - - 2 19,d1h1,1056
X80sl,1k1r4/pp6/7p/2q3p1/P7/6bP/1Q4P1/1R1r2NK w - - 4 34,b2b7,1079
v5DmC,6k1/5p2/2p1N1p1/8/p2PQ1P1/K7/4NP2/1B1q4 b - - 0 30,d1b3,977
NfAJt,r4r1k/5ppB/p1p1b2p/1p2P3/3R1P2/6Pq/PPQ4P/R1B4K b - - 0 23,h3f1,1189
9RwXU,6k1/p1p2pPp/1pr5/5P2/1Q6/2N1rqP1/PP5P/2KR4 w - - 3 26,b4f8,1490
LfJhw,r1b2rk1/p4ppp/2pq4/2bp4/6n1/2NBP2P/PP3PP1/R1BQ1RK1 b - - 0 13,d6h2,430
PPOAS,2r1k2r/3nbpp1/3p3p/3RpP2/p5PP/1P3Q2/PP6/K1B2B1R b k - 0 23,c8c1,578
nfvYr,7k/pbp4p/8/4nQ2/2PqPN2/3P4/P5PP/7K w - - 5 30,f5f8,881
zkN0A,r4rk1/1pp3pp/p1b1p3/3qPp2/3P1P2/P1P1Q3/3B2PP/R4RK1 b - - 0 18,d5g2,462
zqKsh,6k1/6p1/2b4p/3q1p2/3p1Q2/P7/1PP2K2/4R3 b - - 3 40,d5g2,974
ATJMU,1q4k1/4ppbp/3p2p1/8/Q3P1P1/8/1PP4P/1K1R3R b - - 0 22,b8b2,659
hUZ6K,rn1q1rk1/pb3pp1/2p1p2p/1p2n1NP/3P4/2NQ4/PP3PP1/R3KB1R w KQ - 0 15,d3h7,745
XHc3T,8/ppQ2p1k/3B3p/7q/2p5/8/P4PPP/5K2 b - - 0 28,h5d1,601
DcP2M,r5k1/pp4pp/8/1N1pR2q/1P4n1/P4QP1/7P/5RK1 b - - 0 29,h5h2,919
55rTN,2k5/1p3rpb/pP5p/P1p1Q3/4P1q1/2BP2P1/8/3R2K1 w - - 2 35,e5e8,678
cx8RV,2k3r1/p2q4/2p2p2/3p4/3P1Q2/7p/P1P2P1B/7K w - - 0 30,f4b8,1020
3nFmU,r2q1r1k/4b1pn/2pp3p/p7/PPB1PN2/2P1Q3/5PPP/R2b2K1 w - - 0 22,f4g6,1037
s0cn2,3b1k1r/5pp1/r1B2pb1/p6p/Pp1N2P1/5P2/1PP4P/2K1R3 w - - 0 24,e1e8,730
Eka9j,r2qrk2/4bn1B/p3p1Q1/2Bb4/5P2/p7/N3K3/R7 w - - 1 29,g6g8,693
MN1Qd,2kr3r/ppp2pp1/2nb1n2/3p2N1/1P1P3p/P1NB3q/2PBQP2/R4RK1 b - - 1 14,h3h2,1044
0DjlU,r1b2rk1/pp4pp/1bp1qp2/3pPN2/3P2Q1/4B3/PP3PPP/R4RK1 w - d6 0 16,g4g7,818
4eDcD,r5kb/ppp4p/4r1pB/n2B4/7q/2P2PnN/PP3KP1/RN1Q4 w - - 1 19,d5e6,410
ySeZP,r5rk/1b2b1pq/2n5/1pPpP1NB/1p6/P4N2/5PPP/2R1R1K1 w - - 0 27,g5f7,981
JNFTF,r3k2r/ppp3p1/3qp3/2N4p/4P1n1/3B4/PPP3PP/R3QR1K b kq - 0 18,d6h2,637
4vb33,r2qkb1r/pp1npppp/5n2/3QN3/3P4/8/PP3PPP/R1B1KB1R w KQkq - 1 11,d5f7,1038
9Ek0V,1r3rk1/pb2Bppp/6q1/8/5Q2/1NP5/PP3PPK/R4R2 b - - 4 23,g6g2,1222
Gdw3O,r3b1k1/1p3p2/p3pnpp/4N3/Pq1RP3/1B3Q2/R4PPP/6K1 b - - 0 24,b4e1,667
zRDs3,r1b2r1k/pppp2pp/2n2P1n/6N1/2B2P2/7P/PB2q1P1/R2R2K1 w - - 0 18,f6g7,1305
VAxyW,5R2/2P1r3/1P4p1/8/7P/6k1/5p2/5K2 b - - 5 48,e7e1,586
M8ykW,3rr1k1/ppqn1ppp/2pbp3/6Q1/4P3/P1B2b1P/1PP1BPP1/R3R1K1 w - - 0 17,g5g7,1111
pC5iY,r3qk2/2pbb1p1/p4p2/1p1Qp1N1/8/7P/PPP1N3/2K2R2 w - - 10 32,g5h7,1084
HWOPP,7R/2r2p2/p3p2p/1p3p1k/7P/P1P3RK/2r5/8 w - - 0 34,g3g5,828
5jfet,1k1r4/ppq2pp1/2p5/4pP2/4QP2/2P1n1P1/PR2NR2/4K3 b - - 2 31,d8d1,907
5BUk0,5k2/6RK/6P1/1r5P/8/8/8/8 b - - 0 52,b5h5,646
upbNr,r3r1k1/1ppq1pbp/p2p2pB/8/2PQP1n1/1PN3P1/P4PKP/3R1R2 w - - 1 19,d4g7,551
LttCu,rr4k1/3p1p1p/p3p1p1/1p2P1q1/1P1PNn2/P7/3Q1PPP/R4RK1 b - - 0 27,g5g2,860
TgZbS,8/R4pk1/p7/Pb4p1/3R3P/4KP2/7r/8 b - - 0 33,h2e2,900
I3yxo,r5k1/pppr1ppp/2n5/8/1b2NN2/8/PPP2PPP/1K1R1B1R b - - 0 14,d7d1,992
Z8KQR,5rk1/pp4pp/2pq2b1/8/7Q/7P/P3R1P1/5R1K b - - 0 31,f8f1,930
A05AH,3Q2nk/p6p/8/1p3r2/3p2nq/P2P1P2/1P1BB1P1/2R2RK1 b - - 0 32,h4h2,880
sO2XT,r1b1kb1r/1p2pppp/pqNp4/8/4P1n1/2N2P2/PPP3PP/R1BQKB1R b KQkq - 0 9,b6f2,1249
KPePB,2k5/bpp2p1p/pP3p2/P7/8/6PP/3rq3/R1Q3K1 w - - 3 30,c1c7,667
BWSJC,8/p2R4/bp5k/4r1p1/4Bp2/5K2/PPP5/8 w - - 0 37,d7h7,726
LUeYs,5r1r/pQ2b1p1/2p1k3/P1pNp2p/2P1P1nP/3PR1Pq/8/R1B3K1 w - - 2 25,b7e7,1142
RrgAz,2krr3/ppp2ppp/5q2/3pn3/3P2b1/3BP3/PPQ2PPP/2R1K2R w K - 0 15,c2c7,695
8VgcC,8/2p4k/b1P3pp/8/1P2R1PP/pP6/Pb1B4/1K1R4 b - - 0 31,a6d3,611
uNvXs,7k/1p4q1/p6p/3Qp3/1P5P/P3P1r1/8/5R1K b - - 0 35,g3h3,1032
nio9F,r1bqkb1r/ppp2pp1/5n1p/4p2Q/2B1P3/8/PPPP2PP/RNB1K2R w KQkq - 2 8,h5f7,848
cWs8y,3qkb1r/3nnp1p/1pbpp1p1/1Q6/2N5/8/1PPP1PPP/2B1KBNR w Kk - 2 12,c4d6,880
O0PPx,1rn1k1n1/5p2/1p4pp/2pRP3/5PPB/1PP4P/P1K5/8 w - - 0 39,d5d8,400
hq0m5,2k4r/5pp1/1q6/1N2n1P1/P3Q3/6K1/1PPr4/R5R1 b - - 2 28,b6f2,1372
QqvBx,2R5/2P5/7p/4p3/8/6k1/2r3P1/6K1 b - - 0 33,c2c1,1310
gswKD,r1b2rk1/3p3p/p1n1pp2/1pp1q2P/4NP2/1P4P1/P1PPQ3/2KR1B1R b - - 0 16,e5a1,885
4fBrn,8/8/1p4R1/2k2r2/P1B5/1P2n1PK/7P/8 b - - 6 42,f5h5,609
QYRCi,r4rk1/4ppb1/p2pb1p1/1p6/3BN1PP/8/qPPQB3/2K3RR b - - 2 20,a2a1,776
VTSxh,8/8/2R5/p2p2k1/3P4/1Pp5/P5r1/K7 b - - 0 49,g2g1,734
DabVu,3rkb1r/1p1nppp1/p5b1/1q1NP3/7P/8/PPPB1P2/R2QK2R w KQk - 0 16,d5c7,937
TY5Xv,r1b1q3/1pp2ppk/p2b3p/3P4/3Q4/2N5/PP3PPP/R1B3K1 b - - 0 17,e8e1,541
PH5R4,8/pp6/1kb2Q2/n1q1p2p/P4P2/6KP/2p1B1PB/7r w - - 1 40,f6d8,990
AfQp8,5k2/1p6/4pK2/3b1p2/1P3P2/6r1/8/2R5 w - - 4 44,c1c8,488
cLmjw,r7/2p2p2/6p1/P1k1n3/1N6/1PP5/2KR4/8 w - - 5 39,d2d5,946
30f0W,1b3rk1/rp3ppp/3qpnN1/p2p4/1P1P4/P3P2P/3BBPP1/2RQ1RK1 b - - 0 17,d6h2,617
1lkrW,5k2/1p3pp1/3q4/1B5p/Pp2Q3/2b4P/6P1/7K w - - 0 33,e4e8,523
EpVnX,3r3r/pp2bkpp/2p2B2/4pQ2/8/4P3/P4PPP/3R2K1 b - - 0 23,d8d1,1275
E0v7Y,2kr3r/pp1n1ppp/2pb4/7q/3PB3/P3BQ2/1PP2PPP/R4RK1 b - - 0 14,h5h2,740
qzu8h,8/pp4k1/7p/3Q2p1/6P1/1P6/P6P/4qB1K b - - 0 34,e1f1,468
1DjfH,8/4R3/1p6/k1p4r/8/6q1/5NP1/1R4K1 w - - 10 43,e7a7,922
Og2LY,rn3rk1/pp3pp1/2pbp2p/q5N1/3P3P/2P1n3/PPQ2PP1/R3KB1R w KQ - 0 14,c2h7,752
UiY0A,2r2rk1/p5p1/3p3p/2pPp1b1/2P3q1/4B1n1/PPQ3KP/1B3R2 w - - 0 25,c2h7,1183
R2KW2,rnb2rk1/pppp2pp/4p3/4Pp2/5Pnq/2NP3P/PPP1K1P1/R1BQ1B1R b - - 1 9,h4f2,757
PGAmO,2r2k2/5Ppp/pBp5/4P3/4r3/1P5P/5RP1/2n3K1 w - - 0 27,b6c5,932
wIx5p,4r2k/6p1/8/2r5/1q6/3B1P2/PP4PP/1K1RR3 w - - 0 33,e1e8,617
uTXz8,2k4r/pp3Q2/b1p3p1/2Ppq3/8/1N6/P4PPP/R5K1 b - - 0 22,e5h2,1188
N5KXl,k1r5/p4p2/Q1p4r/3p4/2P5/1P2PqBp/P1bR1P1K/5R2 w - - 5 30,a6c8,771
1qPHK,8/5pk1/6p1/8/8/6RP/r6P/1r1R2K1 b - - 8 41,b1d1,967
5CbMd,r2q2kr/1Q6/2P1pp1p/5bpB/p7/P3P1B1/3n1PPP/5RK1 w - - 1 25,b7f7,1161
zsn8z,5k2/8/5bB1/8/P3P3/r3n1RR/8/1K6 b - - 1 33,a3a1,1230
xp04Z,2k5/ppp4p/5b2/P7/1Q4p1/2Pp1P2/3BrqPP/R3N2K b - - 0 24,f2f1,1140
qluuC,5k2/1b3r2/pp4qp/3p4/5p1Q/2N1n3/PPP4P/2KR1R2 b - - 3 28,g6c2,1473
Hwmbj,r1bq1rk1/2p2ppp/p2p4/1p1PnQb1/4P3/2NB3R/PPP3PP/R3N1K1 w - - 7 17,f5h7,807
pZAqG,8/7R/8/7P/5p2/5k2/r7/5K2 b - - 0 44,a2a1,1041
An8TE,qr3k1r/2pn1p2/pp1b2p1/3N2Pn/2PQ1P2/6P1/PP2RPK1/7R w - - 10 25,d4h8,794
b8FS6,Q5nr/ppk3pp/2n5/1q1p4/8/8/PPPP2PP/RNB2R1K b - - 0 14,b5f1,407
BhRnY,r1b5/pp3pkp/3Q1Np1/1B2n3/8/7q/PP3P2/R4RK1 b - - 3 23,e5f3,930
P3H7C,1r3rk1/1b3pb1/p2p2p1/1p1Np3/4P3/2P3q1/PP3PP1/R3KB1R w KQ - 0 21,d5e7,1121
scjK9,rnb2rk1/pp1n3p/5qpB/3pp2P/8/2NBP3/PP3PP1/R2QK2R b KQ - 1 14,f6f2,561
coWfk,4r1k1/5p1p/2p3p1/p1pb4/2Nb4/PP6/2B2RPP/4Q1K1 b - - 0 30,e8e1,956
OE7Nn,3k4/2pp3Q/p7/1p6/8/1BP3PP/P2q1B1K/4r3 b - - 2 41,d2f2,651
PbB2s,2kr2r1/Q1p3P1/1p1p4/4p2q/6b1/4b1P1/PP3P2/2R1K3 w - - 0 34,a7c7 c1c7,950
k4MWW,2rq2rk/1b1np1bp/p1p3pN/1p1n4/3P4/2PB1N2/PP4PP/R1B2RK1 w - - 0 20,h6f7,852
ovM4k,k1r5/pp3p2/4bbp1/1Pq2n2/3pQ3/2p5/2N2PB1/5RK1 w - - 2 44,e4b7,494
F6iLI,1r4k1/5p1p/3p2p1/3Pp3/2P5/2P5/R4PPP/6K1 b - - 0 29,b8b1,407
xOBeZ,r5rk/b3B1pp/2pP3N/1p6/3q4/8/P4PPP/5RK1 w - - 0 31,h6f7,1131
01td9,4r1k1/1p3p2/1r5p/4p1p1/2P5/3P1PPb/P2Q1qNP/R2R3K b - - 3 27,h3g2,1300
pFc8a,rn1qkbnr/p1pbp3/5pp1/1p5Q/P1p5/4P3/1P1P1PPP/RNB1KB1R w KQkq - 0 8,h5g6,983
G4Vzi,r2qkb1r/pQ3ppp/3p1n2/4pb2/2B5/8/PPP2PPP/RN2K2R w KQkq - 0 11,b7f7 c4f7,892
tAy9A,rn2k2r/pp2bpp1/2pqp1p1/3n4/2B1N1P1/5P2/PPPP3P/R1B1QRK1 b kq - 2 12,d6h2,1119
wI2E4,3r4/p6Q/2kP2p1/2P5/2B1pq2/7P/P5P1/6K1 w - - 1 32,h7c7,917
wwSaT,2b1k3/r1qn1p1r/p2QpB1p/1p4p1/8/P3bP2/1PP3PP/1K1R1BNR w - - 1 16,d6e7,832
8UU7l,r4rk1/1p1bbpp1/pq2p2p/4P3/3P4/P4N2/1PQ3PP/RB2R1K1 w - - 3 19,c2h7,681
R7ijR,r2q1bkr/4p1pp/p1p5/8/8/2n5/PPP1Q1PP/R1B2RK1 w - - 2 15,e2e6,1265
U1cUy,Q1Q5/5ppk/5r1p/1p6/1p1p4/3PnNq1/4P3/R1R4K b - - 3 36,g3g2,950
BeJ0R,r4r1k/1R4pp/3pq3/p1b3Q1/8/3R3P/5PPK/8 w - - 0 26,g5g7,669
h179u,r6r/pp1n1ppp/1nkbp3/1Np1P3/2P5/4BN2/PP3PPP/2KR4 w - - 0 16,d1d6,1039
S07zC,r2q1k1r/pbpp2b1/1p1Np2p/7Q/3P1n2/3B1PB1/PPP2K2/R7 w - - 2 18,h5f7,982
akEMn,rn3rk1/p4pbp/2p3p1/1p2n1N1/8/2N4Q/P4PPP/6K1 w - - 2 19,h3h7,717
qS3EQ,5r1k/2p3pp/3p2p1/1pb5/1q4P1/3p1Q2/1P1N1P2/2BR2K1 w - - 0 24,f3f8,467
APRks,1R6/2rk1p1p/2Np2p1/3P1p2/r1P2P1P/6P1/5K2/8 w - - 2 41,b8d8,766
Whfgz,r1b2rk1/n1p2ppp/p3p3/3P2P1/1qnQP3/2N2N1P/1PB2P2/2KR3R b - - 3 18,b4b2,549
8cUAu,1r4k1/5p1p/Q2p2p1/p2Pb3/8/1p3P1n/1P4P1/1R4RK b - - 0 33,h3f2,955
IUIET,4rrk1/2p5/b2p2Pp/p1pP4/4B3/1Pb1K1PP/2PN1P2/3R3R b - - 2 22,c3d4,1049
7iN2Q,q4rk1/4rN1p/p4Qp1/1p1p1b2/8/P7/1P4PP/R6K w - - 0 29,f7h6,1427
epx7E,4rbnk/pq4pp/1p6/2p2r2/2PpNN1R/P2P3P/1PQ5/1K5R w - - 0 33,f4g6,1183
RRSfN,2k1rb1r/ppp3pp/3p3n/5bq1/P7/1PNB1P2/1BP2P1P/R2Q1K1R b - - 5 14,f5h3,1187
heiTj,r4rk1/1Bp3pp/1b1p2n1/p7/2PBN3/PP3qNb/5P1P/R2QR1K1 b - - 0 18,f3g2,804
MvSfV,rn2k2r/pQpp1ppp/3b4/2pN4/2B5/2P1B1P1/P3KP1P/q7 w kq - 1 18,b7c8,1490
QE1Lf,1r2kb1r/Q1p2ppp/8/4Pb2/3n3q/8/PPPP2PP/R1BK1BNR b k - 2 11,f5c2,1733
IWVbI,8/R7/3nk3/3p4/6PB/2r5/6K1/8 w - - 12 63,a7e7,660
zZVVH,6r1/7k/5Q1q/pp5R/8/PP1P4/1P2KP2/7q w - - 2 39,f6h6,1559
UIF98,r4rk1/2pbbppp/2nqp3/1p6/p2P4/2PQnN2/PPB1NPPP/R3R1K1 w - - 0 16,d3h7,637
BMhcD,2r1kb2/3b4/p3p3/1pp2pB1/8/2pr1B2/PP3KP1/R4R2 w - - 0 25,f3h5,803
b9e4y,r1q3k1/1p1r1ppp/p3p3/n2pPb2/NQ3P2/5N2/PPP3PP/2KR3R b - - 1 18,c8c2,696
c1PhZ,r4k2/1p1n1pb1/p2p4/3B1b1Q/8/6R1/PPq2PPP/3R2K1 w - - 0 26,h5f7,1141
8rvrO,r2qkbnr/pppbpppp/8/n7/2BP1B2/1QN1P3/PP3PPP/R3K1NR w KQkq - 3 9,c4f7,1337
jJQZE,r1b1qr2/1pp1b1k1/1n2p3/p3P3/2PPQp2/P2B1N2/3B1PP1/R3K3 w Q - 0 22,e4h7,1149
qGoeL,8/5pk1/8/1Rp3P1/p1Pr3P/P1K5/1PB5/2n5 b - - 2 46,c1e2 c1a2,971
yQqB6,6r1/2b5/p5nr/4Pk2/1PP1R1R1/5N1p/P4P2/7K w - - 0 39,f3d4,1711
RiUPU,1r1r2k1/p4ppp/8/2P5/2q5/P3B3/1Q3P1P/4K1R1 w - - 5 26,b2g7,885
kTp0m,8/1p3p2/2q1p1p1/4Q3/p3P1kP/P2r4/1P2R1K1/8 w - - 6 37,e5g5,997
uskMk,rq3rk1/pp3p2/2p1b2Q/8/4Nb2/2NP4/PPP2PPP/R4K2 w - - 1 18,e4f6,847
cSlBK,7r/R6p/3kppp1/1Bp5/1b3P2/3P1K2/6PP/8 w - - 0 35,a7d7,907
VW7xN,5k1r/ppp3pp/5q2/3N4/3b4/5PBb/PPP4P/R3Q2K b - - 0 18,f6f3,667
VLs2S,r4rk1/p4ppp/4q3/2bp4/4pPP1/2N5/PPP1Q1P1/R1B2R1K b - - 0 16,e6h6,762
SkKsu,4r1k1/5ppp/2pB4/1pPp1N2/PP6/3b4/6PP/4R2K b - - 0 31,e8e1,1087
kvvkr,r4rk1/2pqb1pp/p1n5/1p1pp1N1/1P4n1/P1P5/2QP1PPP/RNB2RK1 w - - 0 15,c2h7,737
kP9Ay,8/8/1Rp4p/2k3p1/4r3/8/5NPP/6K1 b - - 6 37,e4e1,521
9Ke3d,r1b2k1r/ppp1np1p/1bnp1Np1/4p1B1/2B1P3/3P1N2/PPP2PPP/R3K2R w KQ - 4 11,g5h6,1037
oI3hM,r1b1nr2/pppnq1pk/8/8/2B1P3/2N5/PPP2PPP/R2Q1RK1 w - - 0 13,d1h5,686
WG07N,r2qk2r/1pp1bp2/2n1B2p/p5pQ/3P4/P6P/1P3PPN/RN3nK1 w kq - 0 16,h5f7,679
Ru0QE,2r3k1/5p2/p5p1/Qb2b1Np/7P/Pp3P2/1P4P1/K2N4 b - - 0 35,c8c1,1026
sY7LJ,6k1/1R6/2n3pp/4b3/R7/P2P3P/2r3P1/7K b - - 2 33,c2c1,688
cB1Ij,6k1/pQ3pp1/7p/8/P1P5/1P1r3q/7R/5R1K b - - 1 33,h3f1,1151
pemoW,2Q5/1p2r1kp/p5p1/q7/2B5/8/PPP5/2K1R3 b - - 0 30,e7e1 a5e1,516
4fF6M,3Q4/5p1p/p5pk/1p6/3Bqp2/7P/7K/8 w - - 3 36,d8h4,1363
d27ty,4r1k1/pppR4/5r1p/P5B1/6Q1/2NB4/1PP2PPq/R4K2 b - - 0 19,h2h1,1044
7QjSj,3r1rk1/p4ppp/Q1p1p3/2p5/2P5/2Nn1NqP/PP4P1/R1B1RK2 b - - 0 20,g3f2,1138
wcSwQ,6k1/p4pp1/4b2p/8/4B3/6P1/r6P/3RK3 w - - 0 25,d1d8,412
Fh8QW,5k2/8/4KP2/2R5/3P2pp/2pr4/7P/8 w - - 0 57,c5c8,1022
IU8QP,2r2rk1/pb1nbppp/2q1p3/4P3/3N4/2B3N1/1P2QPPP/2RR2K1 b - - 7 22,c6g2,430
fO2Yr,1rbq1rk1/p1pnbppp/1p2p3/8/3PQ2P/2PB1N2/P1P2PP1/R1B1K2R w KQ - 2 11,e4h7,595
ILx0j,r1bq1rk1/pp1nppb1/7p/3pN3/3P2p1/2PQ2n1/PPB2PPP/RN2K2R w KQ - 0 13,d3h7,704
6XY0J,r2k4/2p2p1p/5N2/Ppr5/5p2/8/P7/4R2K w - - 0 39,e1e8,651
VREfD,3r4/p1R3pk/bp3p1p/3p4/3P4/4PPB1/P2Q1KPP/1q6 b - - 5 33,b1f1,848
XvSl7,r1b2r1k/p1p1Qp1p/2p4p/3q3n/8/3B4/PPP2PPP/RN3RK1 w - - 1 14,e7f8,510
8MoZ5,r1b1k3/bpp2p2/p2p1q1p/4p3/2B1P1P1/P1PP4/1P3PP1/R2QK2R b KQq - 0 17,f6f2,553
GXb3H,rnbq1b1r/5Qpp/2pk4/pp1np1N1/8/1B1P4/PPP2PPP/R1B1K2R w KQ - 4 13,g5e4,1303
dBFfJ,2r5/p4pp1/1p2kn1p/8/4pK2/1NP1P1PP/PP6/3R4 b - - 1 27,g7g5,1418
7WRHS,2r2r1k/pp1b1p1p/8/3P4/2q4Q/6R1/PP4PP/R6K w - - 4 26,h4f6,1045
