puzzle_id,fen,mating_moves,rating
BX6Aa,2rr2k1/3bpp1p/2pp2p1/4b3/1NP1P3/P4BqP/1P3QP1/1R3RK1 b - - 4 25,g3h2,1210
wzpuc,4r1k1/1pp2ppp/rq6/pQp1p3/4P3/2N5/5PPP/2RR2K1 w - - 0 26,b5e8,715
aB8cQ,3rqr1k/pbp3pp/1p6/n1PnpQN1/8/2P2P1P/P5P1/RNB2R1K w - - 3 19,f5h7,936
Q6aQI,r2Bkb1r/2pb1p2/p1np4/1p2p3/3Pn1pp/1BP5/PP3PPP/RN1QR1NK b kq - 0 13,e4f2,1016
aLPGc,1r2r1k1/p1p1qp1p/1p1b2p1/6Pn/1nP2P2/P1Q1Pb1P/1B2N3/R3KN1R w KQ - 0 22,c3h8,1151
IQGfs,8/5ppk/p7/P2p4/3PpP2/3bP1qp/5QN1/6KB b - - 1 66,h3h2,1230
F3Fpp,rnb1kbnr/ppp2ppp/8/3pp3/7q/2P2PPP/PP1PP3/RNBQKBNR b KQkq - 0 4,h4g3,616
TMm12,2rq1rnk/1b4pp/pb2p1p1/1p2p2Q/1P3N2/P5N1/2PB1PPP/R4RK1 w - - 0 19,f4g6,913
0Qlpl,b3kb1r/3pnpp1/8/1p1q4/7p/3B2Q1/1PP2PPP/2B1R1K1 w k - 0 17,g3b8,1025
qddhO,3Rr3/kp5p/6n1/2P1q3/1P6/8/3Q2PP/6K1 w - - 6 36,d2a2,1088
km1xd,8/8/7p/pB4pk/P5nP/6P1/8/5K2 w - - 0 42,b5e8,715
rG2wz,r1b2k1r/ppp1np1p/1bnp1Np1/4p3/2B1P3/3P1N2/PPP2PPP/R1B2RK1 w - - 4 11,c1h6,992
BTzRY,3r4/k6p/Bp2pn2/2b2P2/Q7/2N1PbB1/P5qP/4KR2 b - - 2 39,g2d2,1908
umKBN,8/p6p/3k2p1/1p4P1/1P1KR2P/2P1P3/7r/8 b - - 11 42,h2d2,562
IwN3C,8/1bk2r2/p2p4/1p2p3/2P1Pp2/1N1B4/P1PB1qQK/R7 b - - 2 34,f7h7,1150
HBeFv,6k1/6p1/7p/Qp6/2p5/5P1n/PP4PP/6RK b - - 0 40,h3f2,818
n0QDV,r7/pp1bn1pk/1qn1Nr2/3pp2P/3P2Q1/P1P5/5PP1/R1B2RK1 w - - 3 19,g4g7,954
1SS1R,3r2k1/pp5p/5p2/2p2P2/4r1P1/4pN1P/PP5Q/K2R4 b - - 0 32,d8d1,1158
BMbIS,r4rk1/ppq2pbp/3pb1p1/3n4/2PQ4/1P4P1/PB3PBP/R4RK1 w - - 0 15,d4g7,501
OMnPc,5bk1/7p/1qp1p1pQ/4P3/8/rr2N2R/3B2PP/7K w - - 0 29,h6h7,867
0YR0L,4kr2/1b2bp2/p1q1p3/2p4Q/8/1P2R3/P1P2PPP/3R2K1 b - - 8 28,c6g2,1037
7b56W,5r2/1p1kbp2/4p1p1/1q1pQ3/2BP1PP1/p1P5/P3NP2/K1R5 b - - 0 33,b5b2,1054
whAVB,r4r2/1p2Q2p/2kP3P/2p5/4P3/p1P5/q3BPP1/2R1K3 w - - 1 30,e7c7,1072
pkrGW,rnbq1r1k/pp4bP/2p1p3/3pN3/3P4/2PBn3/PP3PP1/RN1QK2R w KQ - 1 13,e5g6,1104
cuvU2,3r2k1/p1r1nppp/1p1Rq3/8/4P3/2P1BP2/P1P3PP/3R2K1 w - - 0 19,d6d8,573
R1aPv,8/p7/1P1p4/P1p1pB2/2P3P1/3Pb1k1/7p/6RK b - - 0 49,h2g1q h2g1r,1380
yvDxY,rn2k1nr/ppp4p/4p3/4N3/3qPpQb/2P5/PP4PP/RNB2K1R b kq - 0 11,d4f2,1051
rZnwp,r5k1/1pp3p1/3p2np/p2P4/P1P1p2q/3n1P1P/BPQ1N3/R3RKB1 b - - 0 24,h4h3,1338
y3dnA,3b1r1k/6pp/R2p4/4p1n1/6Q1/2P5/6PP/5B1K b - - 0 31,f8f1,488
RNJGd,r3nrk1/pppb2pp/2n5/3p4/3P1b2/1PP1P1NP/PB1NB1P1/2RQK1R1 b - - 0 18,f4g3,550
JZpve,r2k1b2/pp1npQ2/2p5/3p2rp/8/1PN1P2q/PBPPB2P/R4R1K b - - 2 16,h3g2,944
RkWrQ,2kr3r/ppp3pp/2n5/3P1p1q/4p1n1/2B5/PPP1BPPN/R2Q1RK1 b - - 1 14,h5h2,622
lkmbq,r3k2r/ppq2pp1/2n1p1p1/3p2N1/3P2n1/1PP4P/P3BPP1/R2Q1RK1 b kq - 0 15,c7h2,554
SqRCK,rnb2rk1/ppp2p2/5qpQ/4ppN1/3P4/2P5/PP3PPP/RN2K2R w KQ - 2 14,h6h7,768
XAhBi,rnb1k2r/5ppp/p3p3/1pb1N1B1/4n3/1B6/PPP2PPP/RN1R2K1 w kq - 2 12,d1d8,741
eOMmW,rnbq1k1r/pppp2p1/3b1n1p/4p1N1/4P3/1QP5/PP1P1PPP/RNB1K2R w KQ - 2 8,b3f7,896
MI6ff,r4r1k/pp6/2p2pQp/8/4P3/1BNP4/PPP2qPP/7K w - - 0 25,g6h6,1112
OW6Ct,r7/1pq3pk/p2b1p2/3BpP2/P3R3/2P5/1P1n1PPP/R5K1 w - - 0 24,e4h4,1164
RWNZZ,8/pp3pkp/3Q2p1/3P4/2P3nP/5P2/4r1P1/6K1 b - - 0 29,e2e1,647
RU863,5rk1/pp3p2/6Pq/3p4/6Q1/4p1R1/P1r2PK1/5BR1 b - - 0 31,c2f2,1306
9T00l,rnb1r1k1/pp3ppp/2p2n2/3p2N1/3P4/2NBB1q1/PPPK4/R2Q3R b - - 1 14,g3e3,1393
ZEUu2,2r3k1/R2b1ppp/3qp1n1/7N/4r3/8/5PPP/Q4RK1 w - - 0 25,a1g7,1124
c8uHq,4n1k1/pp3p1p/3p2p1/1P1Pp3/P1N1P3/5PbP/1r6/3Q2RK b - - 0 31,b2h2,623
RWfHR,8/ppb2pk1/4b3/3p2pQ/5q2/2P2R1P/PP3PK1/5R2 b - - 0 30,f4h2,1532
GIOM1,r3k2r/1b1n1ppp/p1q2n2/1pb1N3/5Q2/2N1P3/PP1BBPPP/2R2RK1 b kq - 0 15,c6g2,842
eUPTV,2b3k1/R1Q3pp/2p5/5p2/2Pqp3/8/5PPP/5K2 b - - 0 29,d4d1,867
Qk9f1,3r2k1/1b4pp/1p1p1Q2/1Np2n1r/2P5/P4P2/1P4PP/4RRBK b - - 0 28,f5g3,796
PDOLi,6rk/8/1p5p/1P5Q/P3R2P/5P2/6PK/q5r1 w - - 0 44,h5h6,720
Dmd2R,r1r4k/3p1p2/pq1BpNp1/4P1Qp/4bP2/1P6/1PP3PP/7K w - - 0 30,g5h6,710
sU8ja,r2q1rk1/p1p3pp/2pbp3/6N1/3P1pb1/P1PQ4/1P3PPP/R1B1K2R w KQ - 0 14,d3h7,792
u2pOM,r3kb1r/p1p2ppp/b1p5/3pP3/2PPn3/3K1P2/PP3qPP/RNBQ1B1R b kq - 0 10,a6c4,1140
FTyHf,3R4/5Bpk/7p/P4P2/5PP1/1P4b1/8/5KRq b - - 2 44,h1f3,1184
xsEpg,R7/4kpp1/4p3/1B1rP1p1/p7/Pb2KPPP/8/8 w - - 10 40,a8e8,905
f6Fjy,5rk1/1p6/1ppqr1pQ/8/3BP3/2PP2P1/PP5P/6K1 w - - 0 26,h6g7,1701
lcwyb,1r4k1/5ppp/4p3/p7/P1P2P1P/B2P2P1/q2R3R/1QK5 b - - 0 29,b8b1 a2b1,433
MKf7H,4Q3/5Rpk/1p4qp/3p4/3P4/1P6/1r4PP/5RK1 b - - 1 36,g6g2,789
AjgAP,r7/pp6/1n1N2p1/2pP1p1p/2Pk3P/5K2/P1b3P1/4RB2 w - - 2 31,d6b5,1180
dsgQZ,r1bq1k1r/pppp2pp/2n5/4P1N1/1b4n1/1QN5/PP3PPP/R1B1K2R w KQ - 4 11,b3f7,890
znF6H,r2qkb1r/pp1nnppp/2p1p3/8/3PN3/2P2Q1P/PP3PP1/R1B1KB1R w KQkq - 1 9,e4d6,934
rd6Ja,1qr1k3/5p1p/p3pB2/8/4pP2/Q5K1/P1P3PP/8 w - - 0 33,a3e7,681
IPcGZ,r1b2rk1/pp1p1ppp/8/2bB1P2/3N2nq/2P2Q2/PP4PP/R1B2R1K b - - 4 16,h4h2,820
vSwTb,2R2bk1/5r2/p7/1p6/8/1Q3P2/P1P2qPP/4R2K b - - 0 46,f2e1,564
pjvJ1,6k1/pp4pp/2b5/2p2B2/3rPP2/2Q3P1/qPP4P/2K1R3 b - - 0 26,a2a1,792
JryDc,1r3rk1/ppb1nppp/2nqp3/1BNp4/1P1PN3/P1P1B2P/5PP1/R2Q1RK1 b - - 0 17,d6h2,560
PALUO,8/4R2R/5kr1/1p1p1p2/2r4P/8/8/1K6 w - - 1 37,h7f7,1185
yoYag,r2q2rk/1pp2p1p/p1n4Q/3pPbN1/2B3P1/7P/PP3P2/R4RK1 w - - 1 18,g5f7,1153
rtNHs,r7/1p3Bq1/p1b1p2k/3pPp2/3P3b/8/P4KQ1/7R w - - 4 38,h1h4,891
hMHnz,3r1rk1/ppq2ppp/1bp5/2N5/3Q1P2/1P4P1/PBP4P/5RK1 w - - 3 20,d4g7,833
4AeAv,3q3k/p4pR1/1p6/2n4p/5P2/3B4/PP3K2/6R1 w - - 1 29,g7h7,1307
vTvwx,r4rk1/pb3p1p/1p4pB/2p1N3/2P4Q/8/Pq4PP/R4RK1 b - - 0 21,b2g2,1020
9GNGL,r3k2r/ppp2p2/2qp3p/3Np3/3nP3/P2P1pP1/1PP2P1P/2KR1Q1R b kq - 1 17,c6c2,904
OqDCX,3Q4/8/5K2/1pkp4/p1p5/P1P3P1/1P6/4q3 w - - 2 41,d8c7,1353
3kG53,rnb1k1nr/ppp2Npp/3p1q2/8/4P3/8/PPPP2PP/RNBQ1BKR b kq - 2 6,f6d4,1014
kgKNF,r1b2rk1/pp3p2/6p1/4q1Bp/2P3nP/P7/3QBPP1/2R2RK1 b - - 3 18,e5h2,677
OVTGH,2rq2kb/1p3p2/4pBp1/pB1pPn2/Pn1P2P1/5N2/1P3P2/4K2R w K - 0 23,h1h8,795
CUDrV,2k3r1/P4p1p/4b3/2p1p2p/4P2q/1P1PB2P/2P2Q1K/R5R1 b - - 0 24,h4h3,1206
kBh3r,5r1k/7p/pp5Q/5p2/4p1p1/6P1/P3bP1P/q4BK1 w - - 4 48,h6f8,1200
sIv9V,r4rk1/2p2p2/ppb1pb1p/3q2p1/3P4/2PB2B1/PP3PPP/R2QR1K1 b - - 0 17,d5g2,470
a7u7L,r7/3n3k/2b5/pp1p4/3R4/1Pq1P1RP/P5PK/8 w - - 0 41,d4h4,825
v2XiG,r5k1/5ppp/2p1q3/2b5/1p2P2P/3N2P1/1PP5/1KQR1R2 b - - 6 28,e6a2,974
l1YQ4,3q3k/6pp/5p2/p7/5B2/P5P1/1r3PBP/3R2K1 w - - 0 33,d1d8,596
BlTkb,3qkb1r/Q6p/2npBp1p/2p5/3pPP2/8/PrP3PP/RN2K2R w KQk - 1 14,a7f7 e6f7,830
scVpN,8/6Q1/3b4/3p3k/p3qpR1/5PPP/6KB/1r6 b - - 0 44,e4e2 e4c2,778
rEkQ2,2r1k2r/ppqn1ppp/4p3/6B1/1QpP4/P4b1P/2P1nPP1/R4R1K w k - 0 18,b4e7,880
vIIFw,2kr2nr/ppp3pp/8/4QNq1/8/1PP5/1P4PP/R3KB1R b KQ - 0 18,g5d2,856
hxCQI,r3r1k1/ppp2ppp/2nb4/4q2B/8/2P1B2P/PP1N1PP1/R2Q1RK1 b - - 0 15,e5h2,568
xE0sq,3q1k2/4n1p1/p4r2/1p3b1p/8/1B6/PPP3PP/2KRR3 w - - 0 27,d1d8,679
sBMCI,3r1rk1/pQ2bppp/8/1N2p1q1/4B3/3n3P/PP3P1P/2R3RK b - - 1 18,d3f2,911
W8N4i,1k1r4/pp6/4p3/4P2P/2Q3P1/P1pp1B2/1q1B4/2RK2R1 b - - 0 30,b2d2,1406
PPcJC,r1b1k1nr/p4ppp/2p1p3/3pn3/3q4/2N5/P2BNPPP/2RQKB1R b Kkq - 3 12,e5d3,984
IorVh,rn1r1k2/pbppqB2/1p4Pb/4P2Q/8/2N5/PP4P1/R3K3 w Q - 0 20,h5h6,572
u357W,8/8/6pk/5pq1/3Q4/6PK/7P/8 w - - 0 54,d4h8,934
lGlrI,r1bk4/pppp2pp/2n5/7Q/2B1q3/3P4/PPP2bPP/RNB2K1R b - - 0 14,e4e1,718
YPGDr,4r2k/ppQ5/4nr1p/3p4/8/3B2K1/PP4PP/8 w - - 6 30,c7h7,735
zkbcB,2B4k/pp4pp/8/2b1N3/5r2/8/PPP3PP/R2b3K b - - 0 20,f4f1,650
Pi2T1,3rk2r/p3pp1p/2p3pb/R7/2N3b1/2P5/PP3PPP/R1B3K1 b k - 4 17,d8d1,420
Euwv1,r2k1b1r/ppp2Qpp/2n5/8/6q1/8/PPPPR2P/RNBK4 w - - 2 13,f7e8,975
IOEV8,1k1rr3/Nppq1ppp/n2b4/8/3B4/1Q1P3b/PP2PPB1/R4RK1 w - - 0 20,b3b7,1427
Qk4lI,r1b3k1/pp4b1/3p4/Q1pPp2r/2P1P1p1/P2R1pPn/1P3P1B/R4NNK b - - 0 26,h3f2,701
CQguM,r1q4r/ppp2p2/3p1k2/2bBp2n/3nP1QP/3P4/PPP2PP1/R4RK1 w - - 0 18,g4g5,1358
LvQpj,2kr2nr/ppq3p1/5pp1/2P5/1P1pQ3/P7/3B1PPP/2R2RK1 b - - 0 21,c7h2,888
Q4ZVf,8/6k1/1R4p1/4N2p/1p3r1P/4n3/PP4P1/1K6 b - - 5 38,f4f1,596
nQSRn,8/6kp/6p1/4pp2/2Rp4/1q1P4/5PPP/3R2K1 b - - 7 37,b3d1,999
XmCmV,2krr3/ppp2pp1/7p/2b2P2/1n6/PB6/1PP2PPP/R1B2K1R b - - 2 15,d8d1,790
W7CJz,6Q1/1pk4p/2q2pp1/p2Rb3/P2n4/6PP/5PK1/8 w - - 11 41,g8d8,1524
X6K7J,3R4/5p1k/4p1pp/8/3Q4/1p2P2P/1qr2PPK/8 w - - 0 41,d8h8,1679
Am4BD,1k2r1nr/2q2ppp/p4P2/1p1p4/5B2/6Q1/PP3PPP/RN2R1K1 b - - 0 19,e8e1,832
Rvs3t,1Bb1kb1r/5rpp/p1N1p1n1/7B/qp6/8/PPP3PP/3R1RK1 w k - 0 19,d1d8,1230
F7o9h,r4rk1/ppp2ppp/3b4/4q3/1P2p3/P1P1P2P/1B3PP1/R2Q1RK1 b - - 2 15,e5h2,400
JFWpZ,r2q4/pp3rb1/2p1Qnkp/8/3P4/2N4P/PPP3P1/R4R1K w - - 0 20,e6f5,1631
jekhZ,2r5/1q3kBp/6pP/3n4/p3Qb2/P1P5/K1P2P2/4R3 w - - 0 37,e4e6,1097
KrXRP,2r5/ppB5/3P1k2/2b1pp2/8/5PPq/PPQ4P/5R1K b - - 1 34,h3f1,762
9QzrU,3r2k1/ppp2p1p/6p1/8/8/2QB3n/P5PP/6RK b - - 0 26,h3f2,859
1IvTX,rnb2k2/ppp2Pb1/8/4p3/3qp3/1B6/PnP2PPQ/RNB1K2R b KQ - 0 16,d4d1,1094
Ule0n,5r1k/1b3qbp/3p4/p2PpQ2/P3B3/5P2/1P5P/5R1K w - - 6 35,f5h7,704
jByIG,8/5pkp/6p1/3Q4/2P5/1p4bP/8/5qRK b - - 5 42,f1h3,1086
HotvA,4rk2/KR4Rp/5p2/p7/1p5P/r2n4/P6P/8 w - - 16 51,b7f7,1109
npH4X,2r2r1k/4R1pp/p1p5/1n3q2/1P6/2Q3P1/4RB1P/6K1 w - - 6 37,c3g7,671
1TUCE,4r2k/7p/2b3p1/p1p1ppB1/2B1q1P1/7P/P6K/5Q2 w - - 0 35,g5f6,709
SDOLO,1k1r1b1r/p1pq1ppp/Pp2pnn1/8/3P4/2N2Q2/1PP2PPP/R1B2RK1 w - - 0 14,f3b7,634
EW7wW,3R4/6k1/6pp/P3N2n/3P2KP/1r6/8/8 b - - 1 48,b3g3,956
1z5jf,r1b2rk1/ppp2ppp/2p5/8/6n1/2NPN3/PPP1KPq1/R1BQR3 b - - 1 16,g2f2,1743
UDzTn,2R5/3n1p1k/3Pr1pp/1p1R4/1P6/2Q2PPq/4NK2/1r6 w - - 0 38,c8h8 c3h8,778
q60oS,r1bq1rk1/3nbppp/p3p3/1p1pP3/2p2B2/2P1P3/PPQN1PPP/RB3RK1 w - - 1 13,c2h7,460
2yaag,6rk/8/p5qb/1p2pR1Q/1P2P2p/8/1P4PP/5R1K b - - 3 40,g6g2,594
C2AaT,5rk1/pb3pp1/8/1p4Np/3p3P/1B1P2Q1/PP2RP1K/2q5 b - - 2 29,c1h1,732
kNatC,8/5pp1/8/pR6/5kp1/r4P2/P3K1PP/8 w - - 2 38,g2g3,1143
KpiNb,r1b2rk1/pp4pp/2pq4/1P1P1p2/P3p1n1/4P3/1B2BPPP/RN1Q1RK1 b - - 0 14,d6h2,1101
9n2yP,6k1/ppp2pp1/6r1/3p2q1/1P5Q/P1P5/2K2P2/4R3 w - - 5 40,e1e8,825
YMsBy,2kB3r/ppp3p1/2n1p3/2b4p/4P1n1/2NP3Q/PPP3PP/R5RK b - - 0 17,g4f2,950
AlQeg,3nk2r/ppp1b1pp/5p2/4NQB1/1q6/8/PPP2PPP/4R1K1 b k - 1 18,b4e1,794
EcP6i,5K2/1Q4pk/5p1p/4pq2/3p4/7P/8/8 w - - 1 50,b7g7,762
7mNhn,3r2r1/1b3k1p/p4p2/8/2pBpPq1/P3P3/1QP3PP/R4RK1 b - - 4 30,g4g2,705
oLozU,2Q2Q2/8/4N3/3P4/4b1Pp/6bK/8/6k1 b - - 0 51,e4g2,863
oZXuz,r1b2rk1/pp4pp/1qnp4/3N1p2/4P1n1/3B1N2/PPP3PP/R1BQRK2 b - - 3 12,b6f2,802
clCbZ,4r3/5k1p/3b3q/2pP1b2/4P1B1/5Q2/PBN3PP/5R1K b - - 0 28,h6h2,794
Bi0mQ,4rbk1/p6p/p7/3R1b2/2N2p1B/8/P4PPP/4R1K1 b - - 0 31,e8e1,407
KtHum,5rk1/pp3ppp/3P1n2/8/5B2/P5Pn/6BP/1R4RK b - - 0 26,h3f2,934
qqR24,1k6/pp5p/4pP2/8/3r1nP1/P1R5/1P3P2/5K1R b - - 0 31,d4d1,1090
mRUOz,2k1r3/1p3Rpp/p1p3r1/3q4/5Q2/8/5PPP/1R4K1 w - - 2 32,f4c7,931
Zhe8p,2kr3r/ppp2ppp/8/2Q1P3/5P2/5qP1/PPP1N2P/R1B3KR b - - 0 19,d8d1,980
dCisi,r4rk1/1p2bppp/2n5/8/2BPQBP1/pPq2N1P/P7/1K1R3R b - - 0 21,c3b2,1319
HfP0G,3R4/p4prk/1p2p3/4Q2p/6p1/2P5/PP2KPq1/8 w - - 6 35,e5h5,928
NL7kx,7K/7R/5k2/8/8/8/8/r7 b - - 53 104,a1a8,733
nuaVV,r1bq1rk1/pppp1ppp/8/n3P3/4Q3/2bB1N2/P1P2PPP/R4RK1 w - - 0 14,e4h7,566
FRupt,3r2b1/1Q2qrp1/2pkp2p/1pNn4/3Pp1P1/4Pp1P/BPP2P2/2KR3R w - - 8 28,c5e4,1141
XHGOv,2k3N1/1pp2p2/p7/3pP2p/3p1P1b/P2P1K1P/1PP1n1P1/R1B5 b - - 0 25,e2g1,947
5T4Mb,5b1r/1k3p2/2p1p2p/pq2P3/3B2pN/P4P2/1PKNb1PP/R1Q4R b - - 0 22,b5d3,1195
8rsXw,r4rk1/2p2ppp/p1p1p3/3pP2q/3PN1n1/1P2P1R1/PBP3PP/R3Q2K b - - 0 18,h5h2,1007
9D7SB,8/8/3R1p2/5k2/5n2/B4K2/5P1r/8 b - - 0 55,h2h3,1138
u5TuM,8/8/3rBp2/2p1kPb1/R6p/5K2/8/8 w - - 0 54,a4e4,763
tBQfB,8/8/1p3p1k/1P4p1/3P1n1p/5P1P/3Q1BPK/5q2 b - - 18 52,f1g2,796
sKhxQ,6kn/3qp1b1/2p1b1Q1/p3p3/8/3B4/PrP3P1/5R1K w - - 0 29,g6h7,1168
zJZWC,3r4/1p2kpp1/pnp4p/2p1P3/2P1B3/1P6/P4PPP/3R2K1 b - - 2 25,d8d1,400
7IgRV,r2r2k1/5pp1/pb1p3p/1p3q2/2p1b1Q1/N1P2NRP/PP6/2K2R2 w - - 0 28,g4g7,1091
1YoTi,4R3/5N1k/5Pp1/p6p/5b2/8/2r5/7K w - - 0 42,e8h8,955
QIPOk,r1b1kb1r/1pqp1pp1/p3p3/2p5/P3P2p/2NP1n1P/BPP1NP2/R1BQ1R1K b kq - 1 14,c7h2,399
eCXY8,rn1qkb2/2ppp2Q/p4n2/1p6/3P4/6P1/PPP2P1P/RNB1K1Nb w Qq - 1 11,h7g6,921
9CJ5q,5rk1/4p2p/6p1/p1p1q1P1/2PpPr1Q/1P6/PB1K3R/8 w - - 3 33,h4h7,1009
p6tLC,r4rk1/pppb1ppp/8/2p3B1/2B1PQ2/3P1q2/PPP4K/R5R1 b - - 3 19,f3h3,1035
3v1sx,rn3rk1/pp4bp/3p1n1B/3PpqQ1/P5b1/2N5/1PP1BP2/R3K1NR w KQ - 6 18,g5g7,973
VFCAP,r1b2rk1/ppp2ppp/1b1p4/4q3/NP4n1/P1BBP3/2P2PPP/R2Q1RK1 b - - 4 13,e5h2,616
AerAC,8/p7/3Q2pk/4pBqp/4P2n/2PPP2P/PP4P1/5NK1 b - - 3 27,g5g2,982
6pABf,r1b2r1k/1pp3p1/p1np3p/2b1p1B1/2B1P2n/P1PP1PpP/1P2N2N/R3QR1K b - - 0 16,g3g2,1224
fzyut,8/3pk3/2P3p1/2p1pp2/4P3/1P1PKP2/1P1N3r/R7 b - - 0 31,f5f4,1018
pB9as,r5kb/pppn3p/2n2ppB/2P5/4B3/7P/PP1N1PP1/R5K1 w - - 1 22,e4d5,726
MHQGL,rn4kr/ppp3pp/8/2b1P3/4n2q/8/PPPPQ1PP/RNB2R1K w - - 5 13,e2c4,961
OE3MC,r1b1k2r/p3p1b1/1q5p/2P2pp1/4p3/6BP/PPPQNPP1/2KR3R b kq - 0 15,b6b2,987
avRrV,r4rk1/ppb3p1/2p1p3/8/1P4QP/P7/1B1P2P1/5R1K b - - 0 27,f8f1,641
nSjtW,1r1r1k2/pb3p1Q/2q1pp2/2p4B/3p1P2/P1P1P2R/P5PP/R5K1 b - - 3 27,c6g2,872
n77bg,2k5/8/p2p1P2/1p2p1p1/1N1q4/P2P1QK1/1P4P1/8 b - - 0 35,d4h4,968
9Fe9u,r3r1k1/ppp2pp1/3b3p/3P1q2/8/P1N1PB1P/1P3P2/R2Q2RK b - - 2 20,f5h3,1236
cm6Oz,8/8/p7/1p2R2p/2b3p1/P4p2/5K1k/8 w - - 0 56,e5h5,488
J3XEM,Qn2kb1r/p1pnppp1/3q4/1N4p1/8/3PB3/PP3PPP/R4RK1 b k - 6 14,d6h2,903
H24wp,8/pp1r1kp1/7p/1N2b3/2R1p3/P6P/1P3PP1/6K1 b - - 2 27,d7d1,538
dJDao,r1b1k2r/pppnbppp/8/3pp3/3nP2P/1PPP1P2/PB1N3P/R2QKBNR b KQkq - 0 9,e7h4,932
Ex2he,8/1P6/3RN3/6pp/4P3/5Pnk/r7/6K1 b - - 0 47,a2g2,1641
TuiCp,r6k/1p4p1/1pp5/1P1ppq1p/P1P5/4Q1NP/5P2/6RK b - - 1 37,f5h3,1103
6tZXr,Q7/6pk/4p2p/3b1p2/3p2q1/8/5PP1/RQ4K1 b - - 0 40,g4g2,994
F52uD,r3k2r/p4p1p/1q3p1N/2p1b3/2Q5/2P3P1/P3PP1P/2KR3b w kq - 0 19,c4f7,1073
S7cg5,r5k1/7p/p1p3p1/3pp1q1/N3P3/4Q2b/PP3P1P/2R2R1K b - - 0 23,g5g2,903
rKa5X,8/5ppk/2Q4p/8/3B1n2/2P2P2/P2q2PP/1R4K1 b - - 0 27,d2g2,1427
aSL3j,r1q2rk1/1bp1bppp/pp6/1Pnnp1N1/2P5/4P3/PBQ1BPPP/3R1RK1 w - - 0 16,c2h7,1289
iOEXG,6k1/2r2p1p/4b1p1/qB6/P3P3/4QP2/4N1PP/6K1 b - - 2 27,a5e1,923
35N6b,2k5/ppp2pRp/3r1n2/1N5b/8/8/PPP2P1P/2K1B3 b - - 2 21,d6d1,802
XutUP,1Rr3k1/2P2ppp/p3p3/p3b3/4P3/7P/5P2/6K1 w - - 3 32,b8c8,400
kiAEN,2r2r1k/3q2p1/p1p3p1/4PpPP/1pQP1P2/8/PP6/2K4R w - - 0 30,h5g6,872
1bB4u,6kr/pp3pp1/3rp1p1/P1PpN3/3PnPPq/4B2P/1P4Kb/R3Q2R b - - 4 33,h4h3,1463
nx3Kg,6k1/1b5p/1p4q1/2pP4/2Pb2P1/5Q1P/6K1/5R2 w - - 4 39,f3f8,493
ABDmm,rq2kb1r/1b1n1ppp/4p3/1N2P3/1p2pP2/4B3/PPPQ2PP/1K1R3R w kq - 0 17,d2d7,1298
Su0HG,7r/1Q3pk1/5Rpq/3p4/3P2p1/4PPP1/P3b1B1/2R3K1 b - - 0 39,h6e3,1922
o1rIJ,3r1k2/1Q3p1p/2p5/2q5/P5n1/3P2P1/2P2R1P/6K1 w - - 12 40,b7f7,668
YhwRv,r1bq1bkr/pppn2pp/2np4/4P1N1/4P3/8/PPP2PPP/RNBQK2R w KQ - 3 8,d1d5,1333
8ALVl,2kr2r1/ppp2p1p/3b4/8/4B3/PP2PQ1q/3P1PP1/RN3RK1 b - - 0 17,h3h2,1160
c5XqN,5rk1/6r1/5P1Q/1p2q3/1P6/P7/2p4P/5R1K w - - 0 38,h6g7,1052
LXhdW,8/5p1p/2p2kp1/p4b2/Pp2pK2/1BPr4/1P2N1PP/3R4 b - - 4 27,g6g5,1127
i8gyW,r2qkb1r/pp3ppp/2n5/4p3/3p4/2PB1Q2/PP4PP/R1B2RK1 w kq - 0 12,f3f7,1264
5cn4Q,3rr1k1/ppp2ppp/2n5/6q1/2BPbQ2/1NP5/PP4PP/R4RK1 b - - 0 17,g5g2,752
v3uRO,r3r2k/ppp1N2p/3p1p2/5Qp1/4R3/2P5/6PP/1q2B1K1 w - - 2 33,f5f6,1494
mQ1pI,r4rk1/5ppp/4b3/q2p1NP1/1p1Q3P/pP5R/P1P5/1K1R4 w - - 0 30,d4g7,1318
smIiV,b4rk1/2pp1pp1/7p/3qp3/1p1N4/1P1P2N1/2P2PPP/3Q1RK1 b - - 0 18,d5g2,1049
cyLDv,8/8/4pRp1/4PnB1/4kPK1/7P/1r6/8 b - - 8 49,b2g2,1223
JOR0Y,6k1/5ppp/p7/P3Pp2/1q1BnP2/4P3/2Q3PP/6K1 b - - 0 31,b4e1,754
0y21O,3q1rk1/3nbppp/2n1p3/3pP3/2bP1B2/rp1Q1N2/5PPP/1B1RRNK1 w - - 0 22,d3h7,538
km1WL,2r4r/7k/p3Qp1p/3p4/1P6/P4qPP/2p2P2/4R1K1 w - - 6 40,e6f7,1253
4daH3,3rk2r/5ppp/2b1p3/2Bpq1Q1/1P4n1/2N5/5PBP/5RK1 w k - 0 26,g5e7,904
GcSz6,8/6pk/p4npp/Pp2Q3/2p2P2/1Pqp2R1/2P4P/2K5 b - - 1 47,c3c2,1594
l4zxd,3r3k/pp3K1q/5p2/8/1PPnQ3/P7/8/1BB5 w - - 2 40,e4h7,839
TVCBr,7k/5pp1/4p2p/4P3/p1rP3P/Pp4P1/1P6/K1Q5 b - - 0 47,c4c1,683
gy7TU,6rk/1p2Pp2/p1b2P2/2R4p/4p2P/4K3/PP6/8 w - - 0 34,c5h5,634
