puzzle_id,fen,key_moves,mate_in,rating
vzZW4,r2q1r1k/1p1P2pp/bpp2p2/n3N3/5P2/P5R1/BB4PP/R5K1 w - - 1 26,e5g6,2,1817
fqRyE,1r1q3r/p1p2kbp/1p2bpp1/3B4/3P1P2/2N1N1PQ/PPP4P/6K1 w - - 0 20,h3e6,2,950
KBIjn,6kr/1b3ppp/p7/1p6/5B2/P4P2/1P2r1PP/3R2K1 w - - 1 32,d1d8,2,454
K22nE,r1qn2k1/5Npp/8/3pP3/2pP1Q1b/1pP5/rP1B3P/1b3R1K w - - 0 29,f7h6,2,1706
eYQDg,2r1k2r/1p2p1b1/1B2Pnpp/7q/2p3n1/1P3N2/P1PQ2PP/R2R2K1 w k - 2 23,d2d8,2,1390
IRmYg,4k2r/2p2pb1/3q3p/p2p1Q1N/3P4/2PKPP1R/Pr4P1/7R b k - 4 28,d6a6,2,1196
KnO17,r1b3k1/pp3p1p/3R1Bp1/n1p5/4rP2/7P/PPP3P1/2K3NR w - - 0 18,d6d8,2,571
5jeEZ,3r2k1/ppp2rpp/3b1q2/4N3/1P2B3/1QP5/P4PPP/RNB1R1K1 b - - 0 16,f6f2,2,1917
fTeTn,8/6b1/4pk2/5p2/r7/6R1/2Q2PPP/R5K1 b - - 0 50,a4a1,2,686
GezE6,3r3k/ppp3p1/7p/8/P7/2P1P3/R1Pr1PPP/2R3K1 b - - 2 20,d2d1,2,628
MpZaE,2r2q2/1p4k1/p2p3p/3P2bp/P3Q3/2P5/KPB5/6r1 w - - 0 33,e4g6,2,1617
tSRBn,r4r1k/1pp3p1/p6p/2N1ppq1/R7/1P1P3Q/1PP2RPP/7K b - - 0 21,g5c1,2,719
jyVIf,b3r1k1/2q4p/5Rp1/2Np2Q1/2pP4/2P4P/6P1/7K b - - 24 46,e8e1,2,779
ikFH9,r4r1k/6p1/1p2Q3/3nB2p/1q5P/pP2PP2/K1P3P1/8 w - - 0 30,e6h6,2,1367
Hte3c,r1q3rk/1b4pp/p4p2/1p2bP2/1P1p1N2/P2B2Q1/2PN2PP/5RK1 w - - 0 26,f4g6,2,1043
tAPu7,1k3bnr/ppp3pp/5p2/2q1pP2/Q1Br4/8/P5PP/R4R1K w - - 4 20,a4e8,2,898
1OsVY,3k4/3p1pr1/3Npp2/p7/1p2nP2/4q1P1/P1RR2KP/8 w - - 2 40,c2c8,2,1447
mT5rF,4k1nr/p4ppp/8/2b4b/2p5/4P3/PB3PPP/R3KB1R b KQk - 0 16,c5b4,2,740
Oa5om,r5k1/1b2R2p/2p3p1/1p1p2N1/1P1P4/8/5PPQ/6K1 b - - 0 34,a8a1,2,408
P45fP,8/pp1Q2p1/q3P2p/8/1k1NbP2/1P5P/P5P1/7K b - - 2 35,a6f1,2,1007
Ni1Gy,6k1/1R6/p5r1/2P3P1/4pr2/4B3/P1P5/R5K1 b - - 1 34,g6g5,2,1053
AsyzO,6k1/pp3ppp/4p3/1p6/3r1P2/P3n2P/1P3PP1/2R3K1 w - - 0 28,c1c8,2,740
SeJHM,r2q1k1r/2p1b1p1/p4nQp/1p2R3/8/2P5/PP3PPP/RNB3K1 b - - 0 16,d8d1,2,692
UwBGY,r1b1r3/1pQ2R2/2p1p1pk/p7/P7/7P/1P1q2PK/8 w - - 0 32,f7h7,2,1813
eecUg,2kr1b1r/1p3p2/p6p/q3pNp1/4Q3/8/PPP2BPP/2K2B1R b - - 0 18,a5d2,2,1059
4hOwQ,1q6/r6r/p3p1k1/1pppP3/5Q1B/P1P1P3/1P2KP2/8 w - - 0 42,f4f6,2,1432
vwEsG,6k1/5pp1/p6p/2N2P2/6Q1/P3r2q/6R1/6K1 b - - 1 36,e3e1,2,1230
ayhMI,5rk1/p1R2Npp/5n2/8/1b1q4/6P1/Q4PBP/7K b - - 4 28,d4d1,2,769
sNCwn,4r2r/4N1pk/pp3n1p/8/P1p5/4B3/1P3QPP/3q1b1K w - - 0 29,f2f5,2,953
xokge,2r2rk1/pp1b1p2/4pP1n/3p3Q/3q2P1/P7/5P1P/R4RK1 w - - 0 27,h5g5,2,1769
YL8mo,8/1p4pk/pbp4p/5p1Q/1P3P2/P3PNP1/3r1PK1/q7 w - - 0 32,f3g5,2,1430
jqJGA,3r2k1/pp3ppp/2p2q2/8/8/3Q4/PPP2PPP/3R2K1 w - - 0 19,d3d8,2,650
jIXK9,r2qr1k1/1p2p1bp/p1bp2pB/P1p5/4P1P1/2NP1Q1P/1PP5/R4RK1 w - - 2 19,f3f7,2,1125
wOM3J,1r4k1/ppb3pp/2p3n1/4q3/1P1N4/2P1P3/P2NQRP1/6K1 b - - 5 33,e5h2,2,736
oOEXk,8/6kp/p5p1/n1N5/Pn6/4K3/1rp5/5R2 w - - 0 38,c5e6,2,915
fpRAq,6k1/pr4pp/5r2/4R3/8/K1P5/PP4PR/8 b - - 0 31,f6a6,2,755
ON8N3,5r1k/p4p1p/7p/1p2P1Q1/3p3R/3P3P/1qr3P1/6K1 w - - 0 26,g5f6,2,1190
t1ggd,2r3k1/1p3pBp/p2pr1p1/P2N4/1P2p3/8/4RPPP/2Q3K1 b - - 0 33,c8c1,2,671
u8cYr,8/6p1/5p1k/8/5PPK/r7/1R6/8 b - - 2 45,g7g5,2,1058
SmWa3,1r5k/p1r3pp/1p1pBp2/3P1P2/P1p1P3/q2n3R/6PP/3Q2K1 w - - 0 28,h3h7,2,1173
FFUPL,4Qnk1/p5pp/4p3/3p1pN1/B1p2P1K/4q3/P5PP/1N5R b - - 1 30,e3f4,2,1092
VdBnY,2r4k/pQ4pp/8/8/3P4/2P1q2b/P1P3P1/5R1K w - - 0 28,b7c8,2,1141
cRoGv,nB4k1/1p3p1p/p5p1/P1pP4/2Pb2bq/1QNB2N1/1P4KP/4R3 b - - 0 25,h4h3,2,1070
ctGeH,2k1r3/ppp5/2n2r2/5q1p/1P5P/P4NP1/5PK1/3RR3 w - - 0 28,e1e8,2,809
I2NqQ,6k1/R3Rpp1/1p1r3p/8/6n1/1P5P/P5P1/6K1 b - - 0 35,d6d1,2,788
spg18,2Rr2k1/5ppp/2Qp4/1p1Pp1q1/8/1P3P2/PP2n3/1K6 w - - 0 27,c6e8,2,1420
aViy9,r4rk1/ppp3pp/3p1q2/3b4/3N4/3B3P/PPP2PP1/R2QR1K1 b - - 0 14,f6f2,2,1107
G2zXa,5k2/4q3/1P1p1p2/B1b1pQ2/2P5/6Pp/7P/7K b - - 0 51,e7b7,2,1202
yy7Y2,3k4/pp3R2/2p3p1/5b2/1PPn4/Pr4P1/K6P/5B1R b - - 2 26,f5b1,2,1117
R63FM,7r/p2pk1bp/1prNp1p1/4Pp2/3P4/7N/PPq4P/K2R2Q1 w - - 7 25,g1g5,2,1295
CFJDy,1r2rk2/p4ppQ/2p2q2/2bp4/N5b1/8/P1B2PPP/R1B2RK1 b - - 2 18,f6f2,2,1625
QYKCc,3r1r2/6pk/p4p1p/1p1qp2Q/8/2P3RP/PP3PP1/5R1K w - - 0 31,h5g6,2,902
Gs2g2,6k1/p4ppp/Qqp1p3/4P3/P3pP2/1P4P1/2P3KP/r7 w - - 0 26,a6c8,2,677
j7QgH,6rQ/1b3k2/p7/1pBqPp2/5P2/3P3P/PPn4K/R7 w - - 0 29,h8f6,2,1478
BXt8K,6k1/p4p1p/6pn/2P4q/1P1B3P/N2P2P1/P3r1Q1/6K1 w - - 0 36,g2a8,2,912
9oTxj,rn3k1r/1b3ppp/p2P4/qp2Q3/7n/P1N5/2P2PPP/R3KB1R w KQ - 0 16,e5e7,2,1362
Xtd5v,r5k1/ppQ3pp/3p4/3Pp1q1/1P2n3/7P/P4RBK/6R1 b - - 0 32,g5g3,2,1393
gw9DD,2R3R1/p4r1k/6np/6pN/8/7P/6r1/4K3 w - - 6 39,g8g7,2,1813
8wosZ,4rbk1/ppp3pr/6N1/3p4/4n1RP/1P1Q4/PBPPN2q/R3K3 b Q - 2 20,h2f2,2,1289
JNSTv,8/7p/6p1/4Rp1k/1Q6/3q3r/P3RP2/5K2 b - - 1 39,h3h1,2,1370
QCaBw,3r4/kb4Rp/1p6/1pp1B3/PnP1P3/1PKpqP2/8/R7 w - - 0 36,a4b5,2,1124
RpBoa,r5k1/1R3ppp/4p3/2PnQ3/3P4/4P3/5PPP/6K1 b - - 0 29,a8a1,2,509
oActr,6k1/7r/p1pQ2p1/PpP2b2/1P5q/5p2/6P1/4RK2 w - - 0 53,e1e8,2,1682
zWVPQ,6k1/5pp1/p3pn1p/1p6/1P6/P1r1PP2/5PKP/1B1R4 w - - 0 27,d1d8,2,400
KxTlh,4r1r1/2pk3p/Qp6/2bP4/8/2P5/PP1B2PP/5K2 b - - 2 27,g8f8,2,1280
hVeKK,8/1p2Qp1k/1q4p1/7p/8/P6P/1r3PP1/4R1K1 b - - 2 30,b6f2,2,1051
semVO,3r2k1/6p1/2n4p/1p3p2/4p3/P7/2P1RPPP/1N4K1 b - - 1 25,d8d1,2,497
gKIpF,r4k2/p4pq1/4bQ2/8/2p5/8/PPPR1P2/2K5 w - - 1 26,d2d8,2,1068
sC1ls,5r2/1p4rk/8/1P2Rp1B/7q/3P3P/6PK/3Q1R2 b - - 0 36,h4g3,2,1193
eNkWb,5rk1/pb1n1ppp/3P4/1p2r1R1/3Nq1Q1/1BP5/P5PP/R6K b - - 4 22,e4e1,2,978
Jmd50,2r3k1/pp1N1ppp/8/3p4/N4q2/2PB1QnP/PP3bPK/R3R3 b - - 4 20,g3f1,2,1431
fCyw5,4r1k1/pp3pp1/2p1q2p/3p1B2/3P4/2P3Q1/PP3PPP/3R2K1 b - - 0 29,e6e1,2,1191
K99Ei,1r6/p1pk4/2pp4/2Pb4/3P4/P3Q1P1/5P1P/6K1 b - - 0 32,b8b1,2,939
vh8w7,8/1p3R1p/2n4k/2b3p1/2P1R3/2r3PK/7P/8 w - - 0 36,e4e6,2,985
79VLe,4r1k1/1b1NnR1p/6pP/1p6/3p4/1P6/P3p3/K4R2 w - - 0 43,f7f8,2,1883
Fel3d,7k/6bp/5Qp1/p2Pp3/2Pp4/1P2q3/P5B1/7K w - - 2 35,f6d8,2,1024
11MdV,6k1/R4p1p/4pBp1/p1r5/1n6/4P2P/5PP1/6K1 w - - 0 33,a7a8,2,596
G7nAw,2r4k/5ppp/p2R4/8/1P6/8/5PPP/6K1 b - - 1 28,c8c1,2,600
xpD3q,4k3/pp3pp1/6p1/2r5/8/8/PP1R1PPP/6K1 b - - 2 27,c5c1,2,426
uWxo4,1Rr3k1/5ppp/3B4/8/3P4/2r5/2q2PPP/4QbK1 w - - 0 24,e1e8,2,1342
ZQ4Yk,6k1/1R5p/3p2p1/R1p2nN1/3b1K1P/4r3/P5P1/8 b - - 6 32,d4e5,2,1338
tUdc7,5rk1/6pp/p1pN3P/2P1Q3/6q1/P5Pn/5P1K/4R3 b - - 2 40,f8f2,2,1335
IQtef,r1bB1rk1/ppp2ppp/2p5/2b1P3/4n3/3P4/PPP2PPP/RN1QKB1R b KQ - 0 8,c5f2,2,1503
IPrWv,r3r1k1/1bp2ppp/p1n2q2/P7/2N5/1B1nQp2/4RPPP/3R2K1 w - - 0 21,e3e8,2,609
2OYCE,r1b1k1nQ/1ppp1p1p/3b4/p1qNp3/2P1P3/1K5N/PPP3PP/R1B4R b q - 0 16,a5a4,2,1364
ut08N,8/8/P1Bp4/2p1pp2/2P2k2/2PK4/7r/1R6 b - - 2 43,e5e4,2,1349
xMmXn,8/5p2/Pk2b3/1Pbr4/4Q3/5Pp1/6P1/2R4K b - - 0 39,d5h5,2,1022
ajTqw,r1r4k/6pp/8/1p1p1p2/3Pp3/8/PPR2PPP/2R3K1 w - - 0 26,c2c8,2,400
f6eXp,6k1/2R2pp1/p5rp/P3K3/2PR3P/6P1/5r2/8 b - - 10 39,g6e6,2,1193
GDLi3,r3q1k1/p1p2ppp/B1p5/2b5/5P2/2B3P1/PPP4P/R2Q3K b - - 0 16,e8e4,2,932
qZwN9,8/2R2p2/3r4/4p3/4bkP1/4N3/5P1K/8 b - - 5 45,d6h6,2,894
97UGm,k2r4/p4rp1/Q1p1p3/3p1p1p/3P1q2/1R6/PPP3PP/6K1 w - - 2 23,a6c6,2,1345
3Kvcu,1n5k/1pp3pp/2q5/RB2Pp2/4n1b1/1Q2P3/1P3PPP/4K2R b K - 0 20,c6c1,2,1222
3sVSD,6k1/p5p1/1p3pN1/4pP2/2r1b3/P6R/1PP4P/2K5 w - - 2 28,h3h8,2,977
ZYtNC,rn2k2r/p3ppb1/2ppb1pp/qp2P3/3PNP2/4B3/PPPQ2PP/1K1R1BNR b kq - 0 13,a5a2,2,791
bIwDg,8/R4p2/4k1p1/1p2P3/p1bKBPP1/8/1r6/8 w - - 0 38,f4f5,2,1436
7Herr,1r4rk/3qb3/p1n3pN/2p1p1pQ/P3P3/2PP2P1/6KP/R4R2 w - - 0 34,h6f7,2,1093
jq2nX,3r4/8/5ppk/8/PR6/4R3/1Pr3PP/6K1 b - - 6 33,d8d1,2,1003
9VcQf,r4rkb/p3qp1p/1pn3pP/2p5/2B1p1Q1/1P2P3/PB3PP1/1R2K2R w K - 5 19,g4g6,2,1524
Iizar,4b1k1/6pp/4p3/r2pN3/1R1P4/8/5PPP/6K1 b - - 0 31,a5a1,2,417
bQUsF,r4r2/3p1pkp/pq2p3/2b5/2P1R3/5Q2/5PPP/R5K1 w - - 0 21,e4g4,2,1328
e9RVI,r3k3/1b1p1p1p/p1q1pn1Q/1p2P3/8/3B3K/PPP1N2P/R1B2R2 b q - 2 18,c6g2,2,1395
wcAz4,r5rk/pp3R1p/2p1N2Q/3pP3/8/3q3P/P5PK/5R2 b - - 0 27,d3g3,2,1010
46Zil,6k1/8/2P4p/R4Rp1/4r3/6PK/P5PP/7r b - - 0 38,g5g4,2,1364
n8Py6,r4k1r/p2pqp1P/1p2pN2/4P3/2n5/2Pp1b2/PPP2P1R/2K3R1 w - - 1 25,g1g8,2,1138
s04zj,6k1/1p2rppp/6b1/p2p4/P4B2/1P5P/5KP1/2R5 w - - 0 33,c1c8,2,409
ZT60Z,6kr/p4pp1/5n1p/8/2B5/5n1q/P4P1P/1Q1R3K w - - 4 26,d1d8,2,966
wljmH,1brq1rk1/pb3pp1/5n1p/2p2Q2/P3N3/R7/1PB2PPP/2B1R1K1 w - - 1 20,e4f6,2,1129
13QRz,r3r2k/3Q3p/p4ppB/2p1q3/2R5/8/P4PPP/3R2K1 b - - 2 30,e5e1,2,857
MW78O,r1b1k1nr/pp3ppp/1qN1p3/2bp4/4P3/1PP5/P2N1PPP/R1BQKB1R b KQkq - 0 8,c5f2,2,1063
0bOno,2k5/5R2/5N2/1p4P1/nP3P2/1K2P2r/P1P5/8 b - - 0 32,h3e3,2,982
lUr4a,6k1/p1pRqpp1/2p4p/1p6/4P3/2N2Pn1/PPP2QPK/8 b - - 0 21,e7h4,2,1326
cFe5X,r5k1/ppr1bppp/4P3/Pq1p4/3B4/5Q1P/5PP1/3R2K1 w - - 0 26,f3f7,2,1099
CMLzS,3r1bk1/1r1n1ppp/3q4/p3p1P1/2B1P3/2PPBQ1P/8/5RK1 w - - 1 27,f3f7,2,1197
yeyRg,r6k/5p1p/p2R1Q2/1p2pP2/4b3/2P5/PP4rP/5R1K b - - 0 25,g2g7,2,1182
SRqI3,5k2/p4pp1/2p5/1pN5/1P2R2r/2KB3r/P7/8 w - - 0 39,c5d7,2,936
gkSN2,3qr1k1/2pb3p/1p4pb/3P2N1/1PP2Q1P/r4p2/6P1/1R3RK1 w - - 0 31,f4f7,2,1026
6KDnK,1k3br1/1ppq1p2/3p1P2/1P5p/2P1PPr1/Q3B3/5RP1/6K1 w - - 2 27,a3a7,2,978
xr4by,8/R6p/6pk/8/6PP/2b2P1K/2r5/q7 w - - 0 45,g4g5,2,1197
AX4de,7k/bp4p1/p6p/5p2/1P2q3/P6P/3Q1PP1/B5K1 w - - 1 32,d2h6,2,1670
rp4Vz,2r3n1/1p5k/1qn1p2p/3pP3/3P1Q1N/8/p4PP1/3R2K1 w - - 2 28,f4f7,2,906
LcnG1,5rk1/p5pp/3Q4/5p2/1P1P2n1/P3P1Pb/7r/1R2R1K1 b - - 5 28,h2g2,2,1691
ZiVLq,r1qbn1kr/3n1ppp/ppbB4/2pP4/8/2N2N2/PPP2PPP/2KRR3 w - - 0 17,e1e8,2,797
YdSeY,6k1/pp3ppp/8/8/4P3/3r3P/P5P1/2R4K w - - 0 27,c1c8,2,399
zoVy1,4Q3/6r1/2p2k2/pp3n1K/7P/PB3R2/8/8 b - - 0 47,g7h7,2,1012
kblWs,r5kr/pppq1pp1/2Bb2p1/4p3/P2P4/2P2QPP/1P3PK1/R1B2R2 b - - 0 17,d7h3,2,1245
5Cvdk,r5k1/q5pp/4p3/3p2P1/1B1Pn2P/1P3Q2/1K6/5R2 w - - 5 37,f3f8,2,922
Q4I60,r4rk1/3n1ppp/pq1p1b1B/4pP1N/1p2P3/6Q1/PPP3PP/R4n1K w - - 0 21,h5f6,2,1318
PB8A0,5k2/pR6/1b6/5p2/2B5/6PP/P3rn1K/5R2 b - - 0 31,f2g4,2,974
w0efs,2kr1r2/pp2R1p1/2p3R1/8/7p/2P4P/P4PPB/6K1 b - - 0 27,d8d1,2,701
64UTn,6k1/5ppp/4pq2/8/1R1Pn3/1Q6/PP3PPP/2B3K1 b - - 0 26,f6f2,2,748
GFaOM,8/p7/2p3R1/4kp2/1R3N2/3PnP2/P1r2b1P/7K b - - 16 31,c2c1,2,1050
H5vJn,5r1r/1b1nk2q/pp1pNp2/2pPp1B1/4P3/5QNP/PPP4K/3R1R2 b - - 0 28,h7h3,2,1106
94aIL,rnb1r1k1/ppp1bppp/5q2/8/4Q3/2PB1N2/PP3PPP/RN2K2R w KQ - 5 10,e4h7,2,781
1mQGm,7k/1p3Q1p/6p1/4q3/5n2/P7/5PP1/5R1K b - - 0 31,e5h5,2,1251
DZpwX,3rR3/ppk4p/6p1/5b2/2N5/2R5/PP3PPP/6K1 b - - 0 24,d8d1,2,883
DIg3q,4r3/5pk1/p5p1/1p4r1/7q/1BP4P/P2Q1P1K/3RR3 b - - 0 30,h4h3,2,1705
8XHsy,6k1/p2r1ppp/8/PP6/2R5/6PP/3n1P2/6K1 w - - 1 36,c4c8,2,467
AFUor,rnbqkb1r/pppn2p1/3pp1pp/8/3P4/3Q3B/PPP1PP1P/RNB1K1NR w KQkq - 0 7,d3g6,2,1055
Grdsp,r2kr3/P1R2ppp/1R6/b2p4/3p1B2/3K4/5PPP/8 w - - 11 33,b6b8,2,1503
uf1EE,4r1k1/1p4p1/2p4p/1p2P3/3PQ1P1/PPR3Bq/5r1P/4R2K b - - 0 34,f2f1,2,1441
7WFvF,r2r1bk1/pbqn1p2/1p2pn1Q/2p3N1/3P4/2PB4/PP1N2PP/3R1RK1 w - - 3 17,d3h7,2,1303
lKyMl,7k/ppp2rpp/1n1N4/3P1b2/3P4/1B3qP1/PPP2P1P/4R1K1 w - - 0 24,e1e8,2,1667
OtfCK,8/1qp3pk/3pQ2p/5p2/p4K2/4P1PB/7P/8 b - - 4 35,g7g5,2,1837
m8fcc,5r1k/6p1/7p/2bQNp2/2P3n1/6P1/4PqBP/R6K b - - 0 26,f2g1,2,1317
xqAqH,1k4rr/Rp3p2/1Q1p4/3q3p/5Bn1/1P4p1/1PP5/5KN1 w - - 0 28,f4d6,2,1820
OFsbL,6k1/1p3ppp/pQb1p3/P7/2Pb1q2/3rR2P/5PP1/5NK1 w - - 2 30,b6d8,2,640
rErnq,3q3k/p4Qpp/1p4r1/2P5/1P6/3Pr2P/6B1/5R1K w - - 2 35,f7f8,2,809
y1SDh,7r/2p2p2/1p2p3/3kP2r/3P4/2PR1RP1/2P2P2/6K1 b - - 0 36,h5h1,2,828
mqlU5,7r/Qpp1k3/3p1p1q/8/2P1P2P/3P4/PP3R2/5R1K b - - 0 32,h6h4,2,643
meB0f,2k5/R6Q/1p4r1/2p5/4bpp1/7P/5PPK/3r4 b - - 3 35,g4g3,2,1098
S6TWS,8/1r4bk/p2Rb1p1/7p/4P2P/B4P2/PpP1B1P1/1K6 b - - 7 37,e6a2,2,883
mXKj0,1k5r/pp6/3N1p2/7r/1P1N4/P7/5PPP/2R2R1K b - - 0 28,h5h2,2,600
W7Nth,r4rk1/pR2R2p/6pB/3p4/3Pb3/7P/q4PP1/3Q2K1 b - - 0 23,a2f2,2,936
wY7Fu,6k1/5pp1/p3pb1p/1p2p3/8/P4QP1/1q3r1P/1B2R2K w - - 0 30,f3a8,2,846
BESBW,8/5Qpk/7p/6q1/1pPr1N2/1P6/5R1P/7K b - - 0 49,d4d1,2,797
2q5PO,3rr3/5pp1/5k1p/1N6/1PP2n2/P4Q1P/1R1P1pBP/7K b - - 2 31,e8e1,2,919
wWQPz,1k6/N1p1r3/1pB4p/p3p1p1/P1n2n2/8/1P3PPP/3R1K2 w - - 2 28,d1d8,2,1056
KftLz,r7/p1p3p1/2pkp2p/2N1Rp2/2PP1n2/5P2/PP3PrP/2K1R3 w - - 1 21,e5e6,2,1791
ADsdS,5r1k/p5p1/4P2p/1p1Q4/8/1P6/5qPP/3R3K b - - 0 28,f2f1,2,486
Szqid,5r2/pQ4b1/3P4/2p1pp2/2k5/6P1/PP2KP2/q7 w - - 1 31,b7b3,2,1518
4Z28Q,4r2k/p1p3pp/1b3p2/1P6/P7/1QB5/5PPP/4qRK1 b - - 2 26,b6f2,2,1183
OZU8E,r4r1k/p3Nppp/1p2p3/4n3/8/2P3P1/PP2KPP1/3R3R w - - 1 20,h1h7,2,1314
9Q4BQ,7k/3R1p1b/pp5Q/4q3/PP4p1/4P1Pp/5P1P/6K1 b - - 0 43,e5a1,2,589
k1g4N,3r2k1/p3n3/1p1q4/2p1p1N1/PnP3P1/8/P4PB1/1Q4K1 w - - 1 30,b1h7,2,1156
x4OZl,r6r/1R3p1p/7b/k7/N2n4/1P6/K2p4/3B4 w - - 4 37,b3b4,2,1642
3rQSs,r3r1k1/2N3p1/pp5p/2b5/8/6P1/PPP2q1P/R2QR2K b - - 0 20,e8e1,2,1385
mMPNQ,6k1/pp1rqp1p/2r3p1/4pbN1/7Q/1P2B1PP/P4P2/5RK1 w - - 2 23,h4h7,2,874
5crpC,5q2/p6k/1p5p/3p4/3Pp1Q1/1P2P1P1/P1r4P/R5K1 b - - 0 30,f8f2,2,887
ENIus,7k/p3r1p1/6bp/3Q4/8/1P6/q5PP/5RK1 w - - 0 31,f1f8,2,1134
UcVTx,5k2/8/R1R5/8/3b4/1P3r2/2P5/1K6 b - - 1 42,f3f1,2,768
HjIuj,3rk3/R4r2/2pP2Rp/1p6/3P4/3P3b/1P4P1/7K w - - 0 36,g6g8,2,1454
wc7Fe,8/5Qpk/2p2b1p/4p3/4P3/1B3P1b/P3r2P/6K1 b - - 2 26,e2e1,2,1730
upk1T,4r1k1/3R4/p6P/6B1/6b1/2PK4/PP2r3/8 w - - 0 36,h6h7,2,1655
WWii2,8/8/1p4R1/1pp5/5k2/2PK4/PP5r/8 b - - 2 53,c5c4,2,1527
yoGyU,3r3r/p2k1nb1/1ppB3p/8/4N1q1/1Q6/PPP3PP/6K1 w - - 0 31,b3f7,2,980
WgEpp,4r1k1/5pp1/b2Q2p1/p1P5/Pp6/4qP2/3R2PP/3R3K b - - 4 37,e3e1,2,947
B1jhD,4r1k1/1p4pp/p1p1q1r1/8/3PpR2/P3P3/1P3QP1/5RK1 w - - 2 29,f4f8,2,421
Kmtoa,3r2k1/b3R1pp/Q1p2p2/2p2P2/2N2B2/P1P5/1P4PP/7K b - - 0 31,d8d1,2,580
JQnuS,rn2r3/7R/6k1/2p2pN1/P4P1P/8/1b4PK/1q6 w - - 1 30,h4h5,2,1157
AyJ5i,6k1/pp5p/4Rbp1/3r4/5B2/1P6/P1P3PP/7K b - - 0 24,d5d1,2,691
4vdFs,4r3/1p1k1ppp/p1np4/8/2PNn3/3P4/PBP2PPP/4RK2 b - - 0 18,e4d2,2,1062
vahva,r1k3r1/pb2Rpb1/2pQ3p/n7/q7/2P5/PP1P1PPP/RNB3K1 b - - 4 18,a4d1,2,699
M5oXx,1n6/pp2bkpp/5B2/4p3/4R3/8/PPr2PPP/RN4K1 b - - 0 18,c2c1,2,869
nxHrD,5r2/6pk/4p2p/4P2Q/1pP3R1/4q2P/r5P1/3R3K w - - 0 31,h5g6,2,954
J8Luq,2k4r/1pp5/p7/P1P5/5P1r/1P1pRn2/5P1N/R4N1K b - - 4 32,h4h2,2,1472
VMbYi,R7/2r1k2p/3p2p1/3P4/2q5/7P/5QP1/1K6 w - - 2 38,f2f8,2,1220
Y3Cg9,6k1/5p2/p1p2qp1/4p2p/2P1P3/1Q4P1/r4RBP/1R4K1 b - - 0 24,f6f2,2,801
gwiVx,6k1/5pp1/P6p/5Q2/2q1r3/8/1p4PP/3R3K w - - 2 53,d1d8,2,891
ML3bs,2r2r1k/6pp/3R4/4p3/1PP5/1Q6/5qNP/3R3K b - - 0 27,f2f1,2,877
51PTQ,r5k1/5pb1/pp1pp1p1/2r1n1P1/2PNKP2/1P2P2R/PB6/7R b - - 0 25,d6d5,2,1301
t9DMU,2qr2k1/5ppp/4b3/8/8/1P5P/P2Q1PP1/3R2K1 w - - 1 30,d2d8,2,555
qc5NI,4R2R/3p1k2/5pp1/5P1K/2r4P/2r5/8/8 w - - 0 46,f5g6,2,1100
PqPJd,4r3/p2b4/3k4/2b5/2R5/P2p2P1/1P1R1P1P/5K2 b - - 0 36,d7h3,2,1114
VUQZT,3rr3/p4p1p/1p4p1/3p4/5P2/5kPP/PPPR4/4R1K1 w - - 3 24,d2d3,2,1605
M4M1P,r2q2k1/1ppb1Rp1/p2p2Qp/2b3r1/4P3/2NB4/PPP1N1PP/7K w - - 5 22,f7g7,2,1227
dZIKp,r4rk1/ppq2ppp/2p1b3/7Q/4N3/3B4/P1P3PP/4R2K w - - 3 23,e4f6,2,1253
k0XHc,6k1/5p1p/8/4Rp1N/5pr1/2P4R/Pr4PP/7K b - - 0 40,b2b1,2,957
E6Hw2,1k4r1/pPp5/3bp1r1/5p1p/7Q/2PP3p/P4PB1/R1B2RK1 b - - 0 23,g6g2,2,1464
sqE3v,1r3rk1/3n1ppp/3P4/p4N1Q/P1p5/1p6/5PPP/qB3RK1 w - - 0 26,f5e7,2,1011
BbYTt,4r1k1/p4p2/6p1/4q2p/1P6/P2R4/2Q3PP/3R3K b - - 0 32,e5e1,2,671
4IvLC,4r1k1/6pp/p2Q4/1p6/2b5/5P2/4r1PP/3R3K b - - 0 34,e2e1,2,536
WnFqZ,7r/p4P2/4k1P1/4P3/P1pPq3/1pP5/1P1B2RP/6RK b - - 4 44,h8h2,2,1151
biWWV,6Q1/5Bp1/5p1p/1p2p1k1/4P3/1n2q2P/6P1/7K w - - 6 37,g8g7,2,1453
P4DsU,5k2/6p1/4Kp1p/4p2B/4P1P1/P1R2P2/7r/3r4 w - - 6 48,c3c8,2,519
a3oRY,r4rk1/p1Q2p2/3p4/3Bp1P1/4P1q1/3P1bR1/P4P1K/1RB5 b - - 0 22,g4h4,2,1244
bLQ5Q,8/R6p/4k3/3p1pp1/1B2p3/P3K2P/2r2PP1/8 b - - 0 39,f5f4,2,1416
v7idP,5r1k/pbp1b2p/1pn4Q/4p3/3qN1P1/P2P3P/1PP3P1/5R1K w - - 3 22,f1f8,2,915
35jSE,7Q/1p2kpp1/p3b2p/b7/1q1pP3/3P4/2P1KPPP/R4B1R b - - 2 20,e6g4,2,1727
uMUVr,8/8/4R3/4p1kp/1N2P3/1P1P2K1/2Pr4/3b4 b - - 3 47,h5h4,2,990
8WyFX,r2qr1k1/pp4pp/2p3n1/3pP1bN/3Pn3/4PQ2/PP4PP/R1B2RK1 w - - 5 20,f3f7,2,1214
